Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,19,2686,NOH,New Orleans Hornets,J.R. Smith,1985-09-09,19.0,NBA,SG,76.0,1859.0,10.9,0.48,0.38,0.22,2.4,7.5,4.8,14.6,1.6,0.5,11.7,23.2,-0.7,0.9,0.2,0.01,-1.5,-1.4,-2.9,-0.4
2006,19,2686,NOK,New Orleans/Oklahoma City Hornets,J.R. Smith,1985-09-09,20.0,NBA,SG,55.0,989.0,12.7,0.52,0.38,0.28,2.2,11.3,6.6,10.3,2.0,0.3,11.6,21.9,0.4,0.8,1.2,0.06,-0.8,-0.2,-1.0,0.3
2007,8,2686,DEN,Denver Nuggets,J.R. Smith,1985-09-09,21.0,NBA,SG,63.0,1471.0,15.6,0.58,0.59,0.2,2.3,8.5,5.5,10.2,1.6,0.4,10.8,22.8,2.5,1.1,3.7,0.12,2.0,-0.5,1.4,1.2
2008,8,2686,DEN,Denver Nuggets,J.R. Smith,1985-09-09,22.0,NBA,SG,74.0,1421.0,18.1,0.6,0.58,0.26,3.3,8.1,5.8,14.7,2.1,0.6,13.0,25.8,2.5,1.3,3.7,0.13,3.4,-0.8,2.6,1.6
2009,8,2686,DEN,Denver Nuggets,J.R. Smith,1985-09-09,23.0,NBA,SG,81.0,2245.0,16.8,0.58,0.48,0.29,2.3,12.8,7.7,17.3,1.8,0.5,12.3,24.2,3.6,2.2,5.8,0.12,2.6,-0.3,2.2,2.4
2010,8,2686,DEN,Denver Nuggets,J.R. Smith,1985-09-09,24.0,NBA,SG,75.0,2082.0,15.0,0.52,0.45,0.2,1.6,11.3,6.5,15.0,2.4,0.7,11.0,26.9,0.6,2.1,2.7,0.06,0.5,-0.4,0.1,1.1
2011,8,2686,DEN,Denver Nuggets,J.R. Smith,1985-09-09,25.0,NBA,SF,79.0,1968.0,16.4,0.55,0.41,0.28,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,2.6,2.3,5.0,0.12,1.1,0.6,1.7,1.9
2012,20,2686,NYK,New York Knicks,J.R. Smith,1985-09-09,26.0,NBA,SG,35.0,967.0,15.2,0.51,0.48,0.14,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22.0,1.0,1.5,2.5,0.12,0.8,1.3,2.1,1.0
2013,20,2686,NYK,New York Knicks,J.R. Smith,1985-09-09,27.0,NBA,SG,80.0,2678.0,17.6,0.52,0.35,0.25,2.7,16.3,9.3,14.5,2.0,0.8,8.8,26.5,4.0,2.7,6.7,0.12,1.6,-0.4,1.3,2.2
2014,20,2686,NYK,New York Knicks,J.R. Smith,1985-09-09,28.0,NBA,SF,74.0,2421.0,14.0,0.53,0.5,0.14,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.07,1.0,-1.2,-0.2,1.1
2015,31,2686,TOT,Total After Trade,J.R. Smith,1985-09-09,29.0,NBA,SG,70.0,2080.0,13.6,0.54,0.56,0.1,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,2.2,1.5,3.7,0.08,0.7,0.0,0.7,1.5
2015,20,2686,NYK,New York Knicks,J.R. Smith,1985-09-09,29.0,NBA,SG,24.0,619.0,11.5,0.49,0.36,0.16,0.7,10.4,5.4,23.3,1.5,0.5,14.4,23.3,-0.2,0.1,-0.1,-0.01,-0.9,-1.9,-2.8,-0.1
2015,6,2686,CLE,Cleveland Cavaliers,J.R. Smith,1985-09-09,29.0,NBA,SG,46.0,1461.0,14.5,0.56,0.67,0.06,2.1,10.4,6.3,12.3,2.3,1.0,9.1,17.6,2.4,1.3,3.8,0.12,1.4,0.8,2.2,1.6
2016,6,2686,CLE,Cleveland Cavaliers,J.R. Smith,1985-09-09,30.0,NBA,SG,77.0,2362.0,12.4,0.54,0.6,0.08,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18.0,3.0,2.5,5.5,0.11,0.2,0.3,0.5,1.5
2017,6,2686,CLE,Cleveland Cavaliers,J.R. Smith,1985-09-09,31.0,NBA,SG,41.0,1187.0,8.1,0.48,0.76,0.04,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,0.03,-1.8,-0.2,-2.1,0.0
2018,6,2686,CLE,Cleveland Cavaliers,J.R. Smith,1985-09-09,32.0,NBA,SG,80.0,2244.0,8.4,0.53,0.64,0.09,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.03,-2.1,-0.9,-3.0,-0.6
2019,6,2686,CLE,Cleveland Cavaliers,J.R. Smith,1985-09-09,33.0,NBA,SG,11.0,222.0,7.8,0.44,0.49,0.13,0.0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.04,-3.7,0.5,-3.2,-0.1
2020,14,2686,LAL,Los Angeles Lakers,J.R. Smith,1985-09-09,34.0,NBA,SG,6.0,79.0,0.0,0.37,0.5,0.09,0.0,6.9,3.5,4.8,0.6,0.0,14.9,14.3,-0.2,0.1,-0.1,-0.08,-7.8,-2.0,-9.8,-0.2
