PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Antawn Jamison,35,65,65,33.1,6.5,16.1,0.40299999999999997,1.4,4.1,0.341,5.1,12.0,0.425,0.447,2.8,4.2,0.6829999999999999,1.9,4.4,6.3,2.0,0.8,0.7,1.4,2.5,17.2
Anderson Varejão,29,25,25,31.4,4.6,8.9,0.514,0.0,0.2,0.0,4.6,8.7,0.523,0.514,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.4,0.7,1.8,2.5,10.8
Kyrie Irving,19,51,51,30.5,6.9,14.6,0.469,1.4,3.6,0.39899999999999997,5.4,11.1,0.491,0.517,3.4,3.8,0.872,0.9,2.9,3.7,5.4,1.1,0.4,3.1,2.2,18.5
D.J. Kennedy,22,2,0,29.5,2.5,6.0,0.41700000000000004,1.0,2.0,0.5,1.5,4.0,0.375,0.5,0.0,1.0,0.0,0.5,3.0,3.5,1.5,1.0,0.0,1.5,3.5,6.0
Alonzo Gee,24,63,31,29.0,3.6,8.7,0.41200000000000003,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.7879999999999999,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,10.6
Daniel Gibson,25,35,7,26.2,2.5,7.1,0.35100000000000003,1.6,4.0,0.396,0.9,3.1,0.294,0.462,1.0,1.2,0.7909999999999999,0.3,2.6,2.9,2.2,0.7,0.5,1.3,2.0,7.5
Anthony Parker,36,51,51,25.1,2.8,6.4,0.433,1.0,2.7,0.36200000000000004,1.8,3.7,0.484,0.509,0.7,1.1,0.625,0.2,2.5,2.7,2.4,0.7,0.1,1.0,1.3,7.2
Ramon Sessions,25,41,4,24.5,3.4,8.6,0.39799999999999996,0.6,1.5,0.419,2.8,7.1,0.39399999999999996,0.435,3.0,3.6,0.83,0.5,2.6,3.1,5.2,0.7,0.0,2.0,1.5,10.5
Donald Sloan,24,25,11,24.3,2.8,7.0,0.40299999999999997,0.1,0.9,0.091,2.8,6.2,0.44799999999999995,0.409,0.8,1.0,0.8079999999999999,0.6,1.8,2.4,3.7,0.4,0.1,1.7,1.3,6.6
Lester Hudson,27,13,0,24.2,4.5,11.6,0.391,1.2,4.7,0.24600000000000002,3.4,6.9,0.489,0.44,2.5,2.9,0.8420000000000001,0.5,3.0,3.5,2.7,1.1,0.2,2.3,2.0,12.7
Tristan Thompson,20,60,25,23.7,3.2,7.4,0.439,0.0,0.0,0.0,3.2,7.3,0.441,0.439,1.8,3.2,0.552,3.1,3.4,6.5,0.5,0.5,1.0,1.4,2.2,8.2
Omri Casspi,23,65,35,20.6,2.6,6.3,0.40299999999999997,0.8,2.6,0.315,1.7,3.8,0.46299999999999997,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1
Mychel Thompson,23,5,3,19.0,1.4,4.8,0.292,0.8,2.2,0.364,0.6,2.6,0.231,0.375,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
Manny Harris,22,26,5,17.5,2.3,5.8,0.4,0.5,1.4,0.33299999999999996,1.8,4.4,0.42100000000000004,0.44,1.6,2.3,0.695,0.4,2.3,2.7,1.2,0.5,0.2,1.0,1.1,6.7
Samardo Samuels,23,54,0,15.3,1.9,4.3,0.455,0.0,0.0,,1.9,4.3,0.455,0.455,1.5,2.2,0.701,1.2,2.2,3.3,0.4,0.4,0.4,1.0,2.1,5.4
Ryan Hollins,27,24,7,15.1,1.2,2.3,0.5,0.0,0.0,,1.2,2.3,0.5,0.5,1.4,2.3,0.6,1.0,1.3,2.3,0.3,0.2,0.5,1.0,2.3,3.7
Luke Walton,31,21,0,14.2,0.9,2.4,0.353,0.3,0.8,0.43799999999999994,0.5,1.7,0.314,0.42200000000000004,0.0,0.0,,0.3,1.3,1.7,1.4,0.1,0.0,1.2,1.5,2.0
Christian Eyenga,22,6,0,13.8,0.5,3.2,0.158,0.2,0.3,0.5,0.3,2.8,0.11800000000000001,0.184,0.3,1.0,0.33299999999999996,0.5,1.5,2.0,0.7,0.5,0.7,0.3,1.2,1.5
Semih Erden,25,28,9,11.9,1.4,2.6,0.527,0.0,0.0,,1.4,2.6,0.527,0.527,0.8,1.5,0.512,0.7,1.9,2.6,0.3,0.4,0.2,0.6,2.1,3.5
Luke Harangody,24,21,1,11.0,1.1,3.1,0.354,0.2,1.0,0.23800000000000002,0.9,2.1,0.409,0.392,0.4,0.6,0.75,1.0,1.6,2.5,0.3,0.3,0.1,0.2,0.8,2.9
Ben Uzoh,23,2,0,6.5,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.0,0.0,,1.0,1.0,2.0,1.0,0.5,0.0,0.0,0.5,2.0
