Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2002,20.0,CLE,NBA,C,18.0,1.0,109.0,5.9,14.1,0.414,0.0,0.0,,5.9,14.1,0.414,0.5,2.4,0.2,2.4,5.9,8.3,2.4,0.5,4.9,5.9,9.3,12.2,,67.0,107.0
2003,21.0,CLE,NBA,PF,80.0,1.0,943.0,2.9,8.3,0.351,0.0,0.0,,2.9,8.3,0.351,0.6,1.6,0.367,3.4,8.2,11.6,2.3,1.8,4.4,3.0,8.0,6.4,,74.0,102.0
2004,22.0,CLE,NBA,C,56.0,3.0,730.0,4.1,10.6,0.388,0.0,0.0,,4.1,10.6,0.388,0.9,1.4,0.6,5.2,9.2,14.4,2.5,1.9,3.7,2.1,8.4,9.1,,93.0,100.0
2005,23.0,CLE,NBA,C,39.0,0.0,306.0,3.5,12.1,0.29,0.0,0.3,0.0,3.5,11.7,0.299,0.0,0.9,0.0,5.2,7.0,12.2,2.6,1.4,4.7,2.1,9.3,7.0,,77.0,103.0
2006,24.0,DAL,NBA,C,81.0,45.0,1510.0,2.7,5.6,0.487,0.0,0.1,0.5,2.7,5.5,0.487,1.4,2.6,0.542,5.3,8.3,13.5,0.8,1.6,5.3,1.3,9.2,6.9,,116.0,100.0
2007,25.0,DAL,NBA,C,81.0,9.0,1480.0,2.6,5.5,0.47,0.0,0.0,0.0,2.6,5.4,0.473,1.7,3.1,0.558,6.0,9.9,15.9,1.1,1.4,4.1,2.3,8.8,6.9,,107.0,98.0
2008,26.0,TOT,NBA,C,79.0,23.0,1295.0,3.8,7.4,0.522,0.0,0.0,,3.8,7.4,0.522,1.6,2.9,0.543,6.5,9.5,16.0,1.6,1.1,3.6,2.4,6.0,9.2,,111.0,103.0
2008,26.0,DAL,NBA,C,52.0,18.0,894.0,4.0,6.8,0.583,0.0,0.0,,4.0,6.8,0.583,1.4,2.4,0.6,6.6,9.5,16.1,1.5,1.2,3.8,2.5,6.0,9.4,,116.0,102.0
2008,26.0,NJN,NBA,C,27.0,5.0,401.0,3.5,8.5,0.415,0.0,0.0,,3.5,8.5,0.415,1.8,3.9,0.467,6.4,9.6,16.0,1.8,0.8,3.3,2.1,6.0,8.9,,100.0,106.0
2009,27.0,TOT,NBA,C,75.0,1.0,1036.0,3.8,8.8,0.433,0.0,0.0,,3.8,8.8,0.433,1.1,3.4,0.333,5.9,8.2,14.1,1.7,1.5,2.9,2.0,6.6,8.8,,97.0,104.0
2009,27.0,DAL,NBA,C,34.0,0.0,452.0,2.6,6.7,0.379,0.0,0.0,,2.6,6.7,0.379,1.4,3.4,0.414,5.2,8.5,13.7,1.5,1.4,2.9,1.3,6.4,6.5,,102.0,106.0
2009,27.0,CHA,NBA,C,41.0,1.0,584.0,4.8,10.5,0.46,0.0,0.0,,4.8,10.5,0.46,0.9,3.4,0.27,6.4,8.0,14.4,1.8,1.6,2.9,2.6,6.8,10.6,,95.0,103.0
2010,28.0,CHA,NBA,C,27.0,0.0,262.0,3.0,5.9,0.517,0.0,0.0,,3.0,5.9,0.517,0.4,1.8,0.222,4.9,8.3,13.2,1.0,1.0,2.8,2.4,6.3,6.5,,94.0,101.0
2011,29.0,CHA,NBA,C,16.0,0.0,181.0,2.4,7.1,0.333,0.0,0.0,,2.4,7.1,0.333,1.2,3.3,0.364,3.5,8.3,11.8,2.1,1.2,4.4,3.3,7.7,5.9,,73.0,104.0
2012,30.0,CHA,NBA,C,27.0,9.0,325.0,2.4,6.8,0.357,0.0,0.0,,2.4,6.8,0.357,0.2,1.0,0.167,5.4,8.4,13.8,3.7,1.0,2.1,3.1,5.8,5.0,,81.0,109.0
2013,31.0,CHA,NBA,C,22.0,1.0,226.0,1.9,6.3,0.296,0.0,0.2,0.0,1.9,6.0,0.308,0.0,0.2,0.0,2.3,9.5,11.8,3.0,1.2,3.7,1.9,4.4,3.7,,74.0,108.0
