Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2015,31,869,TOT,Total After Trade,Tyler Ennis,1994-08-24,20.0,NBA,PG,33.0,1.0,411.0,6.4,17.8,0.36,1.5,5.3,0.28,4.9,12.5,0.4,0.6,0.9,0.71,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,83.0,105.0
2015,24,869,PHO,Phoenix Suns,Tyler Ennis,1994-08-24,20.0,NBA,PG,8.0,0.0,58.0,7.7,18.1,0.43,1.7,5.2,0.33,6.0,12.9,0.47,1.7,1.7,1.0,0.9,5.2,6.0,12.0,0.0,1.7,6.9,2.6,18.9,94.0,110.0
2015,17,869,MIL,Milwaukee Bucks,Tyler Ennis,1994-08-24,20.0,NBA,PG,25.0,1.0,353.0,6.2,17.8,0.35,1.4,5.3,0.27,4.8,12.4,0.38,0.4,0.7,0.6,0.9,3.2,4.0,8.5,2.6,0.4,4.9,4.8,14.3,80.0,104.0
2016,17,869,MIL,Milwaukee Bucks,Tyler Ennis,1994-08-24,21.0,NBA,PG,46.0,7.0,654.0,6.5,14.6,0.45,1.0,3.0,0.33,5.5,11.5,0.48,1.9,2.6,0.74,1.0,4.8,5.8,7.4,1.9,0.1,3.6,5.0,16.0,99.0,111.0
2017,31,869,TOT,Total After Trade,Tyler Ennis,1994-08-24,22.0,NBA,PG,53.0,2.0,588.0,7.4,17.1,0.43,2.2,5.8,0.39,5.2,11.4,0.46,1.7,2.1,0.84,0.7,3.0,3.7,7.1,2.1,0.2,3.7,4.8,18.8,102.0,114.0
2017,11,869,HOU,Houston Rockets,Tyler Ennis,1994-08-24,22.0,NBA,PG,31.0,0.0,196.0,6.1,15.7,0.39,1.5,3.9,0.38,4.7,11.8,0.4,0.5,0.7,0.67,1.0,3.7,4.7,8.3,1.5,0.0,5.9,7.1,14.2,85.0,112.0
2017,14,869,LAL,Los Angeles Lakers,Tyler Ennis,1994-08-24,22.0,NBA,PG,22.0,2.0,392.0,8.1,17.9,0.45,2.6,6.7,0.39,5.5,11.2,0.49,2.4,2.7,0.86,0.6,2.6,3.2,6.5,2.4,0.2,2.6,3.6,21.1,111.0,114.0
2018,14,869,LAL,Los Angeles Lakers,Tyler Ennis,1994-08-24,23.0,NBA,PG,54.0,11.0,683.0,6.6,15.7,0.42,1.0,3.9,0.25,5.6,11.8,0.48,1.5,2.0,0.76,1.3,5.3,6.7,7.4,2.1,0.7,2.7,5.3,15.7,101.0,108.0
