Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,6,CLE,Cleveland Cavaliers,Craig Ehlo,28.0,81,64.0,2894,436,940,0.46,104,248,0.42,332,692,0.48,0.52,126,185,0.68,147,292,439,371,126,23,161,226,1102
1990,6,CLE,Cleveland Cavaliers,Hot Rod Williams,27.0,82,29.0,2776,528,1070,0.49,0,0,,528,1070,0.49,0.49,325,440,0.74,220,443,663,168,86,167,143,214,1381
1990,6,CLE,Cleveland Cavaliers,Mark Price,25.0,73,73.0,2706,489,1066,0.46,152,374,0.41,337,692,0.49,0.53,300,338,0.89,66,185,251,666,114,5,214,89,1430
1990,6,CLE,Cleveland Cavaliers,Larry Nance,30.0,62,53.0,2065,412,807,0.51,1,1,1.0,411,806,0.51,0.51,186,239,0.78,162,354,516,161,54,122,110,185,1011
1990,6,CLE,Cleveland Cavaliers,Steve Kerr,24.0,78,5.0,1664,192,432,0.44,73,144,0.51,119,288,0.41,0.53,63,73,0.86,12,86,98,248,45,7,74,59,520
1990,6,CLE,Cleveland Cavaliers,Brad Daugherty,24.0,41,40.0,1438,244,509,0.48,0,2,0.0,244,507,0.48,0.48,202,287,0.7,77,296,373,130,29,22,110,108,690
1990,6,CLE,Cleveland Cavaliers,Chucky Brown,21.0,75,35.0,1339,210,447,0.47,0,7,0.0,210,440,0.48,0.47,125,164,0.76,83,148,231,50,33,26,69,148,545
1990,6,CLE,Cleveland Cavaliers,Winston Bennett,24.0,55,34.0,990,137,286,0.48,0,0,,137,286,0.48,0.48,64,96,0.67,84,104,188,54,23,10,62,133,338
1990,6,CLE,Cleveland Cavaliers,Randolph Keys,23.0,48,13.0,892,151,359,0.42,2,10,0.2,149,349,0.43,0.42,61,82,0.74,52,85,137,39,38,2,47,117,365
1990,6,CLE,Cleveland Cavaliers,Chris Dudley,24.0,37,22.0,684,79,203,0.39,0,0,,79,203,0.39,0.39,26,77,0.34,88,115,203,20,19,41,48,83,184
1990,6,CLE,Cleveland Cavaliers,Tree Rollins,34.0,48,19.0,674,57,125,0.46,0,1,0.0,57,124,0.46,0.46,11,16,0.69,58,95,153,24,13,53,35,83,125
1990,6,CLE,Cleveland Cavaliers,Reggie Williams,25.0,32,12.0,542,91,239,0.38,6,27,0.22,85,212,0.4,0.39,30,41,0.73,17,43,60,38,22,10,32,79,218
1990,6,CLE,Cleveland Cavaliers,Paul Mokeski,33.0,38,1.0,449,63,150,0.42,0,1,0.0,63,149,0.42,0.42,25,36,0.69,27,72,99,17,8,10,26,76,151
1990,6,CLE,Cleveland Cavaliers,John Morton,22.0,37,3.0,402,48,161,0.3,7,30,0.23,41,131,0.31,0.32,43,62,0.69,7,25,32,67,18,4,51,30,146
1990,6,CLE,Cleveland Cavaliers,Ron Harper,26.0,7,7.0,262,61,138,0.44,1,5,0.2,60,133,0.45,0.45,31,41,0.76,19,29,48,49,14,9,18,25,154
1990,6,CLE,Cleveland Cavaliers,Derrick Chievous,22.0,14,0.0,99,15,42,0.36,0,1,0.0,15,41,0.37,0.36,19,24,0.79,7,8,15,4,3,1,5,11,49
1990,6,CLE,Cleveland Cavaliers,Gary Voce,24.0,1,0.0,4,1,3,0.33,0,0,,1,3,0.33,0.33,0,0,,2,0,2,0,0,0,0,0,2
1990,6,CLE,Cleveland Cavaliers,Team Totals,,82,,19880,3214,6977,0.46,346,851,0.41,2868,6126,0.47,0.48,1637,2201,0.74,1128,2380,3508,2106,645,512,1243,1666,8411
