Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,21,1484,SEA,Seattle Supersonics,Dennis Johnson,1954-09-18,25.0,NBA,SG,81.0,,36.3,7.1,16.8,0.42,0.1,0.7,0.21,6.9,16.1,0.43,0.43,4.7,6.0,0.78,2.1,3.0,5.1,4.1,1.8,1.0,2.8,3.3,19.0
1981,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,26.0,NBA,PG,79.0,,33.1,6.7,15.4,0.44,0.1,0.6,0.22,6.6,14.8,0.45,0.44,5.2,6.3,0.82,2.0,2.6,4.6,3.7,1.7,0.8,2.6,3.1,18.8
1982,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,27.0,NBA,SG,80.0,77.0,36.7,7.2,15.4,0.47,0.1,0.5,0.19,7.1,14.8,0.48,0.47,5.0,6.2,0.81,1.8,3.4,5.1,4.6,1.3,0.7,2.9,3.2,19.5
1983,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,28.0,NBA,PG,77.0,74.0,33.1,5.2,11.2,0.46,0.1,0.4,0.16,5.1,10.8,0.47,0.46,3.8,4.8,0.79,1.2,3.2,4.4,5.0,1.3,0.5,2.6,2.6,14.2
1984,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,29.0,NBA,SG,80.0,78.0,33.3,4.8,11.0,0.44,0.1,0.4,0.12,4.8,10.6,0.45,0.44,3.5,4.1,0.85,1.1,2.4,3.5,4.2,1.2,0.7,2.2,3.1,13.2
1985,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,30.0,NBA,PG,80.0,77.0,37.2,6.2,13.3,0.46,0.1,0.3,0.27,6.1,13.0,0.47,0.47,3.3,3.8,0.85,1.1,2.8,4.0,6.8,1.2,0.5,2.7,2.8,15.7
1986,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,31.0,NBA,PG,78.0,78.0,35.0,6.2,13.6,0.46,0.1,0.5,0.14,6.1,13.1,0.47,0.46,3.1,3.8,0.82,0.9,2.6,3.4,5.8,1.4,0.4,2.2,2.6,15.6
1987,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,32.0,NBA,PG,79.0,78.0,37.1,5.4,12.1,0.44,0.1,0.8,0.11,5.3,11.3,0.47,0.45,2.6,3.2,0.83,0.6,2.7,3.3,7.5,1.1,0.5,2.2,2.5,13.4
1988,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,33.0,NBA,PG,77.0,74.0,34.7,4.6,10.4,0.44,0.2,0.6,0.26,4.4,9.8,0.45,0.45,3.3,3.9,0.86,0.8,2.3,3.1,7.8,1.2,0.4,2.5,2.6,12.6
1989,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,34.0,NBA,PG,72.0,72.0,32.1,3.8,8.9,0.43,0.1,0.7,0.14,3.8,8.2,0.46,0.44,2.2,2.7,0.82,0.4,2.2,2.6,6.6,1.3,0.3,2.4,2.9,10.0
1990,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,35.0,NBA,PG,75.0,65.0,27.1,2.7,6.3,0.43,0.0,0.3,0.04,2.7,6.0,0.46,0.44,1.6,1.9,0.84,0.6,2.0,2.7,6.5,1.1,0.2,1.6,2.4,7.1
