SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,24,PHO,Larry Nance,24,17,,633,118,200,0.59,0,0,,118,200,0.59,0.59,51,76,0.67,51,97,148,40,16,34,31,59,287
1984,24,PHO,Walter Davis,29,17,,623,175,327,0.54,3,11,0.27,172,316,0.54,0.54,70,78,0.9,15,31,46,109,29,3,43,55,423
1984,24,PHO,Kyle Macy,26,17,,620,77,157,0.49,10,22,0.46,67,135,0.5,0.52,12,16,0.75,14,40,54,98,22,2,25,43,176
1984,24,PHO,Maurice Lucas,31,17,,570,116,227,0.51,0,0,,116,227,0.51,0.51,63,78,0.81,42,127,169,61,12,8,29,66,295
1984,24,PHO,James Edwards,28,17,,463,93,189,0.49,0,0,,93,189,0.49,0.49,48,68,0.71,22,69,91,27,4,11,31,62,234
1984,24,PHO,Alvan Adams,29,17,,312,53,126,0.42,0,0,,53,126,0.42,0.42,36,53,0.68,27,60,87,42,17,11,34,53,142
1984,24,PHO,Charles Pittman,25,17,,253,28,51,0.55,0,1,0.0,28,50,0.56,0.55,18,29,0.62,25,39,64,12,5,5,16,31,74
1984,24,PHO,Paul Westphal,33,17,,222,30,80,0.38,2,9,0.22,28,71,0.39,0.39,28,32,0.88,3,5,8,37,12,0,24,23,90
1984,24,PHO,Mike Sanders,23,15,,152,22,46,0.48,0,0,,22,46,0.48,0.48,16,17,0.94,10,10,20,7,6,4,14,31,60
1984,24,PHO,Rod Foster,23,16,,128,10,39,0.26,0,5,0.0,10,34,0.29,0.26,9,9,1.0,6,7,13,18,5,1,13,21,29
1984,24,PHO,Alvin Scott,28,16,,111,10,26,0.38,1,1,1.0,9,25,0.36,0.4,4,6,0.67,10,14,24,7,2,2,7,14,25
1984,24,PHO,Rick Robey,28,10,,43,7,16,0.44,0,1,0.0,7,15,0.47,0.44,4,8,0.5,7,3,10,2,2,0,4,5,18
