SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,23,PHI,Moses Malone,28,5,,212,38,83,0.46,0,0,,38,83,0.46,0.46,31,32,0.97,20,49,69,7,3,11,21,15,107
1984,23,PHI,Julius Erving,33,5,,194,36,76,0.47,0,1,0.0,36,75,0.48,0.47,19,22,0.86,9,23,32,25,8,6,21,14,91
1984,23,PHI,Andrew Toney,26,5,,180,40,77,0.52,0,5,0.0,40,72,0.56,0.52,23,30,0.77,5,6,11,19,4,1,25,24,103
1984,23,PHI,Maurice Cheeks,27,5,,171,35,67,0.52,0,1,0.0,35,66,0.53,0.52,13,15,0.87,2,10,12,19,13,0,10,18,83
1984,23,PHI,Bobby Jones,32,5,,130,15,31,0.48,0,0,,15,31,0.48,0.48,18,19,0.95,9,14,23,9,3,7,8,12,48
1984,23,PHI,Clint Richardson,27,5,,115,13,23,0.56,0,0,,13,23,0.56,0.56,11,12,0.92,4,12,16,10,3,1,4,17,37
1984,23,PHI,Marc Iavaroni,27,4,,64,7,15,0.47,1,2,0.5,6,13,0.46,0.5,7,8,0.88,3,5,8,3,1,1,5,18,22
1984,23,PHI,Sam Williams,24,4,,55,2,8,0.25,0,0,,2,8,0.25,0.25,1,2,0.5,1,5,6,3,2,6,5,7,5
1984,23,PHI,Clemon Johnson,27,5,,45,4,12,0.33,0,0,,4,12,0.33,0.33,0,0,,3,3,6,0,1,4,3,8,8
1984,23,PHI,Wes Matthews,24,4,,23,4,8,0.5,1,2,0.5,3,6,0.5,0.56,1,2,0.5,0,0,0,4,1,0,4,4,10
1984,23,PHI,Sedale Threatt,22,3,,6,1,3,0.33,0,2,0.0,1,1,1.0,0.33,0,0,,1,1,2,1,1,0,2,0,2
1984,23,PHI,Leo Rautins,23,3,,5,1,3,0.33,1,2,0.5,0,1,0.0,0.5,0,0,,2,0,2,1,1,0,0,2,3
