Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
790,Andre Drummond,"August 10, 1993",678.0,21122.0,21.91,0.55,0.03,0.46,15.64,33.92,24.53,8.81,2.41,4.21,14.08,23.5,24.9,41.1,66.0,0.13,0.55,0.64,1.17,1.64
