Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2795,4,11,31.1,0.63,0.0,1.33,11.1,0.0,5.5,54.1,5.1,0.0,17.4,25.7,0.1,0.0,0.1,0.29,10.4,7.7,18.2,0.1
