Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1996,21,2713,SEA,Seattle Supersonics,22.0,NBA,PG,43.0,389.0,10.7,0.47,0.1,0.49,2.9,9.9,6.5,28.2,3.7,0.0,23.8,18.3,,-0.2,0.7,0.5,0.06,,-4.0,1.6,-2.4,0.0
1997,21,2713,SEA,Seattle Supersonics,23.0,NBA,PG,67.0,775.0,12.5,0.52,0.09,0.4,2.7,8.2,5.5,31.0,2.5,0.3,19.9,14.2,,1.0,0.9,1.9,0.12,,-1.9,0.9,-1.1,0.2
1998,31,2713,TOT,Total After Trade,24.0,NBA,PG,64.0,918.0,11.7,0.49,0.09,0.39,2.4,7.8,5.1,30.3,3.5,0.4,22.6,13.7,,0.3,1.0,1.3,0.07,,-2.8,1.6,-1.2,0.2
1998,21,2713,SEA,Seattle Supersonics,24.0,NBA,PG,17.0,74.0,2.2,0.46,0.04,0.44,0.0,6.3,3.2,27.6,0.0,1.0,30.5,24.7,,-0.2,0.0,-0.2,-0.13,,-9.0,-4.1,-13.0,-0.2
1998,23,2713,PHI,Philadelphia 76Ers,24.0,NBA,PG,47.0,844.0,12.5,0.49,0.1,0.38,2.6,8.0,5.2,30.5,3.8,0.4,21.4,12.7,,0.6,0.9,1.5,0.08,,-2.3,2.1,-0.2,0.4
1999,23,2713,PHI,Philadelphia 76Ers,25.0,NBA,PG,48.0,1716.0,12.9,0.5,0.06,0.43,1.7,9.5,5.5,29.5,3.2,0.0,21.1,13.9,,1.3,2.5,3.8,0.1,,-1.7,1.6,-0.1,0.8
2001,23,2713,PHI,Philadelphia 76Ers,27.0,NBA,PG,50.0,1740.0,14.0,0.49,0.04,0.35,1.8,8.8,5.4,33.9,2.3,0.3,19.8,16.3,,1.5,2.3,3.8,0.1,,-0.6,0.9,0.3,1.0
2002,23,2713,PHI,Philadelphia 76Ers,28.0,NBA,PG,61.0,2225.0,14.7,0.51,0.04,0.36,1.7,9.2,5.5,30.6,2.3,0.3,16.0,17.7,,2.6,2.9,5.5,0.12,,-0.6,0.9,0.3,1.3
2003,23,2713,PHI,Philadelphia 76Ers,29.0,NBA,PG,82.0,3108.0,15.6,0.55,0.04,0.47,2.6,8.8,5.7,27.6,2.2,0.3,16.7,16.8,,5.7,2.7,8.4,0.13,,0.4,0.3,0.7,2.1
2004,23,2713,PHI,Philadelphia 76Ers,30.0,NBA,PG,82.0,2966.0,13.5,0.49,0.02,0.44,2.5,8.6,5.6,33.0,1.8,0.2,18.0,16.5,,3.2,2.3,5.5,0.09,,-1.0,-0.3,-1.3,0.5
2005,6,2713,CLE,Cleveland Cavaliers,31.0,NBA,SG,81.0,1844.0,9.0,0.44,0.14,0.24,2.3,7.7,5.0,25.1,1.9,0.6,19.7,11.1,,0.5,1.4,1.9,0.05,,-3.2,0.4,-2.7,-0.3
2006,6,2713,CLE,Cleveland Cavaliers,32.0,NBA,PG,82.0,2351.0,8.1,0.44,0.02,0.23,1.9,8.1,5.0,22.2,1.7,0.6,20.9,10.9,,0.0,2.0,2.1,0.04,,-3.6,0.6,-3.0,-0.6
2007,6,2713,CLE,Cleveland Cavaliers,33.0,NBA,PG,82.0,1929.0,8.6,0.46,0.01,0.35,2.1,9.5,5.7,25.2,1.5,0.6,22.9,11.4,,0.2,2.6,2.8,0.07,,-3.8,1.1,-2.6,-0.3
2008,6,2713,CLE,Cleveland Cavaliers,34.0,NBA,PG,22.0,305.0,3.1,0.23,0.05,0.58,1.4,6.2,3.7,19.1,1.7,1.0,17.3,8.6,,-0.4,0.3,-0.1,-0.02,,-6.7,0.3,-6.4,-0.3
