SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,9,DET,Isiah Thomas,27,17,17,633,115,279,0.41,8,30,0.27,107,249,0.43,0.43,71,96,0.74,24,49,73,141,27,4,43,39,309
1989,9,DET,Joe Dumars,25,17,17,620,106,233,0.46,1,12,0.08,105,221,0.48,0.46,87,101,0.86,11,33,44,96,12,1,31,31,300
1989,9,DET,Bill Laimbeer,31,17,17,497,66,142,0.46,15,42,0.36,51,100,0.51,0.52,25,31,0.81,26,114,140,31,6,8,19,55,172
1989,9,DET,Mark Aguirre,29,17,17,462,89,182,0.49,8,29,0.28,81,153,0.53,0.51,28,38,0.74,26,49,75,28,8,3,20,38,214
1989,9,DET,Dennis Rodman,27,17,0,409,37,70,0.53,0,4,0.0,37,66,0.56,0.53,24,35,0.69,56,114,170,16,6,12,24,58,98
1989,9,DET,John Salley,24,17,0,392,58,99,0.59,0,0,,58,99,0.59,0.59,36,54,0.67,34,45,79,9,9,25,12,58,152
1989,9,DET,Vinnie Johnson,32,17,0,372,91,200,0.46,10,24,0.42,81,176,0.46,0.48,47,62,0.76,16,29,45,43,4,3,21,32,239
1989,9,DET,Rick Mahorn,30,17,17,360,40,69,0.58,0,0,,40,69,0.58,0.58,17,26,0.65,30,57,87,7,9,13,11,59,97
1989,9,DET,James Edwards,33,17,0,317,40,85,0.47,0,1,0.0,40,84,0.48,0.47,40,51,0.78,11,25,36,12,1,8,15,53,120
1989,9,DET,John Long,32,4,0,8,1,1,1.0,0,0,,1,1,1.0,1.0,3,3,1.0,0,0,0,0,0,0,0,0,5
1989,9,DET,Micheal Williams,22,4,0,6,0,0,,0,0,,0,0,,,2,2,1.0,1,1,2,2,1,0,0,1,2
1989,9,DET,Fennis Dembo,23,2,0,4,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,1,1,2
