SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,14,LAL,James Worthy,27,15,15,600,153,270,0.57,3,8,0.38,150,262,0.57,0.57,63,80,0.79,37,64,101,42,18,16,33,36,372
1989,14,LAL,Magic Johnson,29,14,14,518,85,174,0.49,10,35,0.29,75,139,0.54,0.52,78,86,0.91,15,68,83,165,27,3,53,30,258
1989,14,LAL,A.C. Green,25,15,15,502,47,114,0.41,0,3,0.0,47,111,0.42,0.41,58,76,0.76,38,99,137,18,16,6,23,37,152
1989,14,LAL,Michael Cooper,32,15,4,414,37,89,0.42,21,55,0.38,16,34,0.47,0.53,20,24,0.83,9,31,40,71,9,8,17,38,115
1989,14,LAL,Byron Scott,27,11,11,402,79,160,0.49,15,39,0.38,64,121,0.53,0.54,46,55,0.84,10,35,45,25,18,2,20,31,219
1989,14,LAL,Mychal Thompson,34,15,0,377,65,128,0.51,0,0,,65,128,0.51,0.51,41,60,0.68,39,38,77,11,6,12,14,52,171
1989,14,LAL,Kareem Abdul-Jabbar,41,15,15,351,68,147,0.46,0,0,,68,147,0.46,0.46,31,43,0.72,13,46,59,19,5,11,22,43,167
1989,14,LAL,Orlando Woolridge,29,15,0,276,39,75,0.52,0,0,,39,75,0.52,0.52,44,62,0.71,20,50,70,17,2,15,22,35,122
1989,14,LAL,Tony Campbell,26,9,1,106,19,31,0.61,2,4,0.5,17,27,0.63,0.64,16,22,0.73,4,8,12,6,3,0,9,26,56
1989,14,LAL,David Rivers,24,6,0,33,4,12,0.33,0,2,0.0,4,10,0.4,0.33,7,8,0.88,1,3,4,6,0,0,4,6,15
1989,14,LAL,Jeff Lamp,29,5,0,14,3,6,0.5,0,0,,3,6,0.5,0.5,1,2,0.5,2,1,3,1,0,0,1,3,7
1989,14,LAL,Mark McNamara,29,3,0,7,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,0,3
