Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,11,HOU,Houston Rockets,Hakeem Olajuwon,26,4,4,162,42,81,0.52,0,0,,42,81,0.52,0.52,17,25,0.68,14,38,52,12,10,11,10,17,101,2198
1989,11,HOU,Houston Rockets,Sleepy Floyd,28,4,4,160,22,46,0.48,8,15,0.53,14,31,0.45,0.56,10,14,0.71,3,15,18,26,8,1,10,10,62,925
1989,11,HOU,Houston Rockets,Otis Thorpe,26,4,4,152,24,37,0.65,0,0,,24,37,0.65,0.65,16,21,0.76,6,14,20,12,5,1,15,17,64,2881
1989,11,HOU,Houston Rockets,Mike Woodson,30,4,4,137,17,49,0.35,3,9,0.33,14,40,0.35,0.38,10,12,0.83,4,5,9,18,4,2,9,7,47,3228
1989,11,HOU,Houston Rockets,Buck Johnson,25,4,4,118,19,40,0.48,0,1,0.0,19,39,0.49,0.48,8,14,0.57,7,8,15,13,3,2,6,15,46,1469
1989,11,HOU,Houston Rockets,Walter Berry,24,4,0,57,13,26,0.5,0,0,,13,26,0.5,0.5,7,8,0.88,3,6,9,5,2,1,6,8,33,230
1989,11,HOU,Houston Rockets,Tim McCormick,26,4,0,53,7,13,0.54,0,1,0.0,7,12,0.58,0.54,8,9,0.89,2,11,13,0,3,2,0,9,22,1908
1989,11,HOU,Houston Rockets,Derrick Chievous,21,4,0,40,5,17,0.29,0,0,,5,17,0.29,0.29,8,10,0.8,5,1,6,2,1,1,3,7,18,525
1989,11,HOU,Houston Rockets,Purvis Short,31,4,0,37,8,21,0.38,0,2,0.0,8,19,0.42,0.38,3,5,0.6,6,3,9,1,0,0,1,7,19,2617
1989,11,HOU,Houston Rockets,Frank Johnson,30,4,0,36,2,6,0.33,0,1,0.0,2,5,0.4,0.33,6,10,0.6,1,4,5,7,1,0,4,3,10,1487
1989,11,HOU,Houston Rockets,Allen Leavell,31,2,0,5,1,3,0.33,0,0,,1,3,0.33,0.33,2,2,1.0,0,0,0,1,0,0,0,0,4,1712
1989,11,HOU,Houston Rockets,Chuck Nevitt,29,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,2131
