PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Shareef Abdur-Rahim,23.0,82.0,3223.0,0.465,0.478,0.302,0.47700000000000004,0.809,0.547,0.431,0.075,104.0,102.0,86.0,100.0,108.0,105.0,140.0,45.0,-4.2,74.2
Michael Dickerson,24.0,82.0,3103.0,0.436,0.444,0.409,0.483,0.83,0.529,0.255,0.22899999999999998,97.0,95.0,116.0,101.0,111.0,101.0,83.0,137.0,12.5,19.0
Mike Bibby,21.0,82.0,3155.0,0.445,0.466,0.363,0.483,0.78,0.521,0.242,0.20600000000000002,99.0,100.0,103.0,101.0,104.0,100.0,79.0,123.0,9.0,-3.1
Othella Harrington,26.0,82.0,2677.0,0.506,0.507,0.0,0.506,0.792,0.56,0.359,0.002,113.0,108.0,,106.0,106.0,107.0,117.0,1.0,46.2,71.0
Bryant Reeves,26.0,69.0,1773.0,0.44799999999999995,0.452,0.0,0.44799999999999995,0.648,0.48100000000000004,0.294,0.006999999999999999,100.0,97.0,,94.0,86.0,92.0,95.0,4.0,-33.5,-52.6
Dennis Scott,31.0,66.0,1263.0,0.375,0.375,0.376,0.48200000000000004,0.8420000000000001,0.515,0.171,0.568,84.0,80.0,106.0,101.0,112.0,99.0,56.0,340.0,2.5,-5.4
Felipe López,25.0,65.0,781.0,0.425,0.444,0.16699999999999998,0.431,0.615,0.473,0.418,0.069,95.0,95.0,47.0,90.0,82.0,90.0,136.0,41.0,-24.6,-31.1
Grant Long,33.0,42.0,920.0,0.44299999999999995,0.45399999999999996,0.0,0.44299999999999995,0.775,0.512,0.425,0.024,99.0,97.0,,93.0,103.0,98.0,138.0,14.0,-11.7,-4.3
Cherokee Parks,27.0,56.0,808.0,0.49700000000000005,0.5,0.0,0.49700000000000005,0.649,0.521,0.255,0.006999999999999999,111.0,107.0,,104.0,86.0,100.0,83.0,4.0,5.3,-0.6
Doug West,32.0,38.0,581.0,0.40700000000000003,0.415,0.0,0.40700000000000003,0.85,0.467,0.276,0.021,91.0,89.0,,85.0,113.0,89.0,90.0,12.0,-20.7,-18.0
Brent Price,31.0,41.0,424.0,0.344,0.314,0.368,0.45,0.872,0.518,0.32799999999999996,0.5710000000000001,77.0,67.0,104.0,94.0,116.0,99.0,106.0,342.0,-6.8,-1.4
Obinna Ekezie,24.0,39.0,351.0,0.466,0.466,,0.466,0.672,0.5379999999999999,0.727,0.0,104.0,100.0,,97.0,90.0,103.0,236.0,,-2.2,3.5
Milt Palacio,21.0,53.0,394.0,0.439,0.44799999999999995,0.0,0.439,0.595,0.47200000000000003,0.37799999999999995,0.02,98.0,96.0,,92.0,79.0,90.0,123.0,12.0,-7.7,-11.5
Antoine Carr,38.0,21.0,221.0,0.43799999999999994,0.43799999999999994,,0.43799999999999994,0.7859999999999999,0.47700000000000004,0.21899999999999997,0.0,98.0,94.0,,91.0,105.0,91.0,71.0,,-5.2,-6.4
Joe Stephens,27.0,13.0,181.0,0.37200000000000005,0.442,0.0,0.373,0.75,0.389,0.078,0.157,83.0,94.0,,78.0,100.0,74.0,25.0,94.0,-10.8,-14.2
Team,,,,0.449,0.46299999999999997,0.361,0.474,0.774,0.524,0.32,0.139,100.0,99.0,102.0,99.0,103.0,100.0,104.0,83.0,-51.7,19.2
League Average,,,,0.449,0.46799999999999997,0.353,0.478,0.75,0.523,0.308,0.16699999999999998,,,,,,,,,,
