PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Allan Houston,28.0,82.0,3169.0,0.483,0.494,0.436,0.525,0.838,0.569,0.263,0.191,108.0,106.0,124.0,110.0,112.0,109.0,85.0,114.0,118.5,131.3
Latrell Sprewell,29.0,82.0,3276.0,0.435,0.445,0.34600000000000003,0.452,0.867,0.515,0.304,0.09699999999999999,97.0,95.0,98.0,95.0,116.0,98.0,99.0,58.0,-68.0,-23.2
Patrick Ewing,37.0,62.0,2035.0,0.466,0.467,0.0,0.466,0.731,0.516,0.365,0.003,104.0,100.0,,97.0,98.0,99.0,119.0,2.0,-19.2,-11.6
Larry Johnson,30.0,70.0,2281.0,0.43200000000000005,0.469,0.33299999999999996,0.47700000000000004,0.7659999999999999,0.517,0.256,0.267,96.0,100.0,94.0,100.0,102.0,99.0,83.0,160.0,-1.5,-8.6
Kurt Thomas,27.0,80.0,1971.0,0.505,0.506,0.33299999999999996,0.506,0.7809999999999999,0.542,0.239,0.006,112.0,108.0,94.0,106.0,104.0,104.0,78.0,3.0,29.4,22.7
Marcus Camby,25.0,59.0,1548.0,0.48,0.48,0.5,0.48100000000000004,0.67,0.529,0.469,0.004,107.0,103.0,142.0,101.0,89.0,101.0,152.0,3.0,2.6,6.8
Charlie Ward,29.0,72.0,1986.0,0.423,0.475,0.386,0.537,0.828,0.5589999999999999,0.13,0.591,94.0,102.0,109.0,112.0,110.0,107.0,42.0,354.0,52.5,33.9
John Wallace,25.0,60.0,798.0,0.467,0.47100000000000003,0.0,0.467,0.804,0.52,0.307,0.009000000000000001,104.0,101.0,,98.0,107.0,99.0,100.0,5.0,-7.5,-2.1
Chris Childs,32.0,71.0,1675.0,0.409,0.431,0.35600000000000004,0.461,0.797,0.491,0.165,0.29100000000000004,91.0,92.0,101.0,96.0,106.0,94.0,54.0,174.0,-12.4,-24.4
Rick Brunson,27.0,37.0,289.0,0.414,0.474,0.154,0.429,0.611,0.456,0.257,0.18600000000000003,92.0,101.0,44.0,90.0,81.0,87.0,84.0,111.0,-6.9,-10.5
Andrew Lang,33.0,19.0,244.0,0.43799999999999994,0.43799999999999994,,0.43799999999999994,0.429,0.44,0.109,0.0,98.0,94.0,,91.0,57.0,84.0,36.0,,-5.2,-11.1
Chris Dudley,34.0,47.0,459.0,0.34299999999999997,0.34299999999999997,,0.34299999999999997,0.33299999999999996,0.349,0.40299999999999997,0.0,77.0,73.0,,72.0,44.0,67.0,131.0,,-18.1,-27.5
DeMarco Johnson,24.0,5.0,37.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,,0.33299999999999996,0.0,0.0,74.0,71.0,,70.0,,64.0,,,-2.6,-3.4
Mirsad Türkcan,23.0,7.0,25.0,0.2,0.25,0.0,0.2,,0.2,0.0,0.2,45.0,53.0,,42.0,,38.0,,120.0,-5.6,-6.5
Etdrick Bohannon,26.0,2.0,5.0,,,,,0.75,0.852,,,,,,,100.0,163.0,,,0.0,1.2
David Wingate,36.0,7.0,32.0,0.111,0.111,,0.111,,0.111,0.0,0.0,25.0,24.0,,23.0,,21.0,,,-6.6,-7.4
Team,,,,0.455,0.469,0.375,0.48200000000000004,0.7809999999999999,0.527,0.28300000000000003,0.147,101.0,100.0,106.0,101.0,104.0,101.0,92.0,88.0,54.9,64.8
League Average,,,,0.449,0.46799999999999997,0.353,0.478,0.75,0.523,0.308,0.16699999999999998,,,,,,,,,,
