Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,8,2502,DEN,Denver Nuggets,Rodney Rogers,"June 20, 1971",22.0,NBA,SF,79.0,14.0,1406.0,239.0,545.0,0.44,35.0,92.0,0.38,204.0,453.0,0.45,0.47,127.0,189.0,0.67,90.0,136.0,226.0,101.0,63.0,48.0,131.0,195.0,640.0
1995,8,2502,DEN,Denver Nuggets,Rodney Rogers,"June 20, 1971",23.0,NBA,PF,80.0,77.0,2142.0,375.0,769.0,0.49,50.0,148.0,0.34,325.0,621.0,0.52,0.52,179.0,275.0,0.65,132.0,253.0,385.0,161.0,95.0,46.0,173.0,281.0,979.0
1996,13,2502,LAC,Los Angeles Clippers,Rodney Rogers,"June 20, 1971",24.0,NBA,SF,67.0,51.0,1950.0,306.0,641.0,0.48,49.0,153.0,0.32,257.0,488.0,0.53,0.52,113.0,180.0,0.63,113.0,173.0,286.0,167.0,75.0,35.0,144.0,216.0,774.0
1997,13,2502,LAC,Los Angeles Clippers,Rodney Rogers,"June 20, 1971",25.0,NBA,SF,81.0,62.0,2480.0,408.0,884.0,0.46,65.0,180.0,0.36,343.0,704.0,0.49,0.5,191.0,288.0,0.66,137.0,274.0,411.0,222.0,88.0,61.0,221.0,272.0,1072.0
1998,13,2502,LAC,Los Angeles Clippers,Rodney Rogers,"June 20, 1971",26.0,NBA,SF,76.0,70.0,2499.0,426.0,935.0,0.46,72.0,212.0,0.34,354.0,723.0,0.49,0.49,225.0,328.0,0.69,155.0,269.0,424.0,202.0,93.0,38.0,193.0,242.0,1149.0
1999,13,2502,LAC,Los Angeles Clippers,Rodney Rogers,"June 20, 1971",27.0,NBA,SF,47.0,7.0,968.0,131.0,297.0,0.44,18.0,63.0,0.29,113.0,234.0,0.48,0.47,68.0,101.0,0.67,65.0,114.0,179.0,77.0,47.0,22.0,66.0,140.0,348.0
2000,24,2502,PHO,Phoenix Suns,Rodney Rogers,"June 20, 1971",28.0,NBA,PF,82.0,7.0,2286.0,428.0,881.0,0.49,115.0,262.0,0.44,313.0,619.0,0.51,0.55,159.0,249.0,0.64,138.0,309.0,447.0,170.0,94.0,47.0,163.0,290.0,1130.0
2001,24,2502,PHO,Phoenix Suns,Rodney Rogers,"June 20, 1971",29.0,NBA,SF,82.0,3.0,2183.0,377.0,876.0,0.43,56.0,189.0,0.3,321.0,687.0,0.47,0.46,188.0,247.0,0.76,94.0,265.0,359.0,180.0,97.0,47.0,157.0,269.0,998.0
2002,31,2502,TOT,Total After Trade,Rodney Rogers,"June 20, 1971",30.0,NBA,SF,77.0,8.0,1880.0,356.0,756.0,0.47,88.0,235.0,0.37,268.0,521.0,0.51,0.53,117.0,149.0,0.78,129.0,219.0,348.0,112.0,66.0,29.0,108.0,226.0,917.0
2002,24,2502,PHO,Phoenix Suns,Rodney Rogers,"June 20, 1971",30.0,NBA,SF,50.0,7.0,1254.0,249.0,534.0,0.47,49.0,140.0,0.35,200.0,394.0,0.51,0.51,82.0,99.0,0.83,95.0,146.0,241.0,72.0,50.0,17.0,66.0,148.0,629.0
2002,2,2502,BOS,Boston Celtics,Rodney Rogers,"June 20, 1971",30.0,NBA,SF,27.0,1.0,626.0,107.0,222.0,0.48,39.0,95.0,0.41,68.0,127.0,0.54,0.57,35.0,50.0,0.7,34.0,73.0,107.0,40.0,16.0,12.0,42.0,78.0,288.0
2003,3,2502,NJN,New Jersey Nets,Rodney Rogers,"June 20, 1971",31.0,NBA,PF,68.0,0.0,1303.0,183.0,455.0,0.4,44.0,132.0,0.33,139.0,323.0,0.43,0.45,68.0,90.0,0.76,61.0,202.0,263.0,107.0,50.0,31.0,91.0,192.0,478.0
2004,3,2502,NJN,New Jersey Nets,Rodney Rogers,"June 20, 1971",32.0,NBA,PF,69.0,15.0,1409.0,207.0,505.0,0.41,50.0,152.0,0.33,157.0,353.0,0.44,0.46,75.0,98.0,0.76,100.0,207.0,307.0,137.0,59.0,27.0,98.0,183.0,539.0
2005,31,2502,TOT,Total After Trade,Rodney Rogers,"June 20, 1971",33.0,NBA,"PF,SF",58.0,33.0,1367.0,172.0,450.0,0.38,48.0,168.0,0.29,124.0,282.0,0.44,0.44,52.0,70.0,0.74,61.0,185.0,246.0,86.0,41.0,20.0,86.0,172.0,444.0
2005,19,2502,NOH,New Orleans Hornets,Rodney Rogers,"June 20, 1971",33.0,NBA,SF,30.0,26.0,882.0,109.0,289.0,0.38,25.0,92.0,0.27,84.0,197.0,0.43,0.42,32.0,42.0,0.76,28.0,114.0,142.0,60.0,19.0,12.0,66.0,103.0,275.0
2005,23,2502,PHI,Philadelphia 76Ers,Rodney Rogers,"June 20, 1971",33.0,NBA,PF,28.0,7.0,485.0,63.0,161.0,0.39,23.0,76.0,0.3,40.0,85.0,0.47,0.46,20.0,28.0,0.71,33.0,71.0,104.0,26.0,22.0,8.0,20.0,69.0,169.0
