Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",27.0,NBA,PF,82.0,39.0,2024.0,6.1,11.9,0.52,0.0,0.1,0.0,6.1,11.9,0.52,2.8,4.2,0.67,3.1,6.2,9.3,1.9,1.1,0.3,1.9,4.2,15.1
2009,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",28.0,NBA,PF,82.0,82.0,2488.0,6.1,11.6,0.53,0.0,0.0,0.0,6.1,11.5,0.53,2.8,3.7,0.76,2.9,7.5,10.4,1.8,1.0,0.2,1.8,3.8,15.1
2010,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",29.0,NBA,PF,82.0,82.0,2671.0,7.5,14.7,0.51,0.0,0.1,0.2,7.5,14.6,0.52,2.8,3.6,0.78,2.4,7.1,9.5,2.3,0.8,0.4,2.2,3.3,17.9
2011,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",30.0,NBA,PF,74.0,74.0,2412.0,8.5,16.9,0.5,0.0,0.0,0.0,8.5,16.8,0.5,3.2,4.3,0.74,2.2,6.9,9.0,2.8,0.7,0.7,2.2,3.4,20.2
2012,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",31.0,NBA,PF,66.0,66.0,2067.0,7.6,15.5,0.49,0.0,0.1,0.0,7.6,15.4,0.49,2.7,3.4,0.77,2.1,5.3,7.5,2.4,0.6,0.4,2.7,3.7,17.9
2013,24,2578,PHO,Phoenix Suns,Luis Scola,"April 30, 1980",32.0,NBA,PF,82.0,67.0,2184.0,7.1,15.1,0.47,0.0,0.3,0.19,7.1,14.8,0.48,3.0,3.8,0.79,2.6,6.3,8.9,3.0,1.1,0.6,2.1,4.2,17.3
2014,12,2578,IND,Indiana Pacers,Luis Scola,"April 30, 1980",33.0,NBA,PF,82.0,2.0,1399.0,6.8,14.4,0.47,0.0,0.2,0.14,6.7,14.2,0.47,2.5,3.5,0.73,2.2,7.8,10.1,2.1,0.7,0.4,2.8,4.2,16.1
2015,12,2578,IND,Indiana Pacers,Luis Scola,"April 30, 1980",34.0,NBA,PF,81.0,16.0,1659.0,6.5,13.9,0.47,0.1,0.4,0.25,6.4,13.5,0.47,3.4,4.9,0.7,3.0,8.4,11.4,2.3,1.0,0.4,2.0,4.2,16.6
2016,28,2578,TOR,Toronto Raptors,Luis Scola,"April 30, 1980",35.0,NBA,PF,76.0,76.0,1636.0,5.9,13.2,0.45,1.4,3.5,0.4,4.5,9.6,0.47,1.3,1.8,0.73,1.8,6.1,7.9,1.5,1.0,0.6,1.5,3.9,14.6
2017,3,2578,BRK,Brooklyn Nets,Luis Scola,"April 30, 1980",36.0,NBA,PF,36.0,1.0,461.0,5.5,11.8,0.47,1.3,3.9,0.34,4.2,7.9,0.54,2.0,2.9,0.68,4.0,6.9,10.9,2.9,1.1,0.3,2.7,4.9,14.4
