Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,1,2585,ATL,Atlanta Hawks,24.0,NBA,PF,4.0,20.0,25.2,0.55,0.1,0.4,5.4,33.6,19.2,11.6,0.0,0.0,0.0,27.9,0.1,0.0,0.1,0.23,4.7,-1.3,3.3,0.0
2014,1,2585,ATL,Atlanta Hawks,25.0,NBA,PF,7.0,146.0,10.0,0.48,0.49,0.22,2.2,12.5,7.0,4.3,0.4,0.0,2.8,22.7,0.0,0.2,0.1,0.05,1.0,-2.4,-1.4,0.0
2015,1,2585,ATL,Atlanta Hawks,26.0,NBA,PF,11.0,172.0,9.6,0.44,0.47,0.07,10.0,18.7,14.3,4.6,1.5,0.0,11.0,16.9,-0.1,0.2,0.1,0.04,-2.7,-1.9,-4.6,-0.1
2016,1,2585,ATL,Atlanta Hawks,27.0,NBA,PF,10.0,161.0,15.1,0.75,0.4,0.2,3.5,17.2,10.7,5.2,0.9,1.7,15.5,14.3,0.3,0.2,0.5,0.15,0.1,1.6,1.7,0.2
2018,30,2585,WAS,Washington Wizards,29.0,NBA,PF,6.0,126.0,19.1,0.74,0.27,0.15,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17.0,0.4,0.0,0.4,0.16,3.6,-0.3,3.3,0.2
2019,23,2585,PHI,Philadelphia 76Ers,30.0,NBA,PF,10.0,193.0,7.3,0.58,0.72,0.04,2.4,16.0,9.5,3.6,0.8,0.0,12.8,12.0,0.1,0.2,0.3,0.07,-2.1,-0.4,-2.5,0.0
2020,23,2585,PHI,Philadelphia 76Ers,31.0,NBA,PF,4.0,20.0,12.6,0.44,0.4,0.8,10.5,33.1,21.5,7.8,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.09,-1.2,-0.9,-2.2,0.0
