Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,35.0,NYK,NBA,PG,78.0,18.0,1263.0,100.0,220.0,0.455,53.0,134.0,0.396,47.0,86.0,0.547,0.575,22.0,25.0,0.88,41.0,102.0,143.0,236.0,69.0,2.0,86.0,127.0,275.0
2014,36.0,NYK,NBA,PG,66.0,27.0,1283.0,88.0,191.0,0.461,65.0,140.0,0.464,23.0,51.0,0.451,0.631,11.0,12.0,0.917,36.0,93.0,129.0,228.0,67.0,2.0,60.0,132.0,252.0
2015,37.0,TOT,NBA,PG,67.0,3.0,1197.0,91.0,228.0,0.399,57.0,166.0,0.343,34.0,62.0,0.548,0.524,35.0,41.0,0.854,30.0,89.0,119.0,171.0,79.0,1.0,62.0,88.0,274.0
2015,37.0,NYK,NBA,PG,43.0,3.0,795.0,68.0,161.0,0.422,43.0,115.0,0.374,25.0,46.0,0.543,0.556,22.0,26.0,0.846,18.0,62.0,80.0,104.0,52.0,1.0,47.0,53.0,201.0
2015,37.0,HOU,NBA,PG,24.0,0.0,402.0,23.0,67.0,0.343,14.0,51.0,0.275,9.0,16.0,0.563,0.448,13.0,15.0,0.867,12.0,27.0,39.0,67.0,27.0,0.0,15.0,35.0,73.0
2016,38.0,LAC,NBA,PG,59.0,3.0,823.0,55.0,147.0,0.374,28.0,95.0,0.295,27.0,52.0,0.519,0.469,7.0,8.0,0.875,38.0,76.0,114.0,130.0,53.0,1.0,49.0,82.0,145.0
