Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
16,703,Andre Dawkins,"September 19, 1991",4,0,22,1,6,0.17,1,6,0.17,0,0,0,0.25,0,0,0,0,2,2,1,0,0,1,3,3,0
