Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,30,3259,WAS,Washington Wizards,22.0,NBA,SG,75.0,2.0,1158.0,210.0,478.0,0.44,40.0,100.0,0.4,170.0,378.0,0.45,0.48,101.0,124.0,0.82,23.0,92.0,115.0,63.0,35.0,7.0,94.0,130.0,561.0
2009,30,3259,WAS,Washington Wizards,23.0,NBA,SG,82.0,5.0,1837.0,336.0,756.0,0.44,56.0,164.0,0.34,280.0,592.0,0.47,0.48,164.0,193.0,0.85,31.0,119.0,150.0,95.0,39.0,20.0,92.0,140.0,892.0
2010,30,3259,WAS,Washington Wizards,24.0,NBA,SG,74.0,23.0,1421.0,233.0,558.0,0.42,69.0,170.0,0.41,164.0,388.0,0.42,0.48,104.0,130.0,0.8,20.0,82.0,102.0,48.0,28.0,8.0,56.0,147.0,639.0
2011,30,3259,WAS,Washington Wizards,25.0,NBA,SG,64.0,40.0,2034.0,412.0,935.0,0.44,105.0,271.0,0.39,307.0,664.0,0.46,0.5,186.0,228.0,0.82,26.0,148.0,174.0,75.0,45.0,17.0,90.0,144.0,1115.0
2012,31,3259,TOT,Total After Trade,26.0,NBA,SG,62.0,35.0,1729.0,316.0,784.0,0.4,103.0,282.0,0.36,213.0,502.0,0.42,0.47,144.0,169.0,0.85,31.0,102.0,133.0,56.0,44.0,17.0,83.0,141.0,879.0
2012,30,3259,WAS,Washington Wizards,26.0,NBA,SG,40.0,32.0,1211.0,240.0,591.0,0.41,73.0,197.0,0.37,167.0,394.0,0.42,0.47,112.0,130.0,0.86,20.0,77.0,97.0,46.0,30.0,11.0,59.0,90.0,665.0
2012,13,3259,LAC,Los Angeles Clippers,26.0,NBA,SG,22.0,3.0,518.0,76.0,193.0,0.39,30.0,85.0,0.35,46.0,108.0,0.43,0.47,32.0,39.0,0.82,11.0,25.0,36.0,10.0,14.0,6.0,24.0,51.0,214.0
2013,23,3259,PHI,Philadelphia 76Ers,27.0,NBA,SG,59.0,17.0,1411.0,224.0,542.0,0.41,75.0,210.0,0.36,149.0,332.0,0.45,0.48,105.0,128.0,0.82,24.0,106.0,130.0,84.0,36.0,14.0,50.0,84.0,628.0
2014,14,3259,LAL,Los Angeles Lakers,28.0,NBA,SG,64.0,9.0,1810.0,387.0,889.0,0.44,135.0,350.0,0.39,252.0,539.0,0.47,0.51,235.0,285.0,0.82,29.0,137.0,166.0,95.0,46.0,12.0,95.0,156.0,1144.0
2015,14,3259,LAL,Los Angeles Lakers,29.0,NBA,SG,42.0,0.0,1000.0,174.0,476.0,0.37,83.0,225.0,0.37,91.0,251.0,0.36,0.45,132.0,148.0,0.89,17.0,79.0,96.0,41.0,23.0,11.0,44.0,83.0,563.0
2016,14,3259,LAL,Los Angeles Lakers,30.0,NBA,SG,54.0,2.0,1033.0,126.0,372.0,0.34,77.0,237.0,0.32,49.0,135.0,0.36,0.44,63.0,76.0,0.83,14.0,83.0,97.0,34.0,23.0,7.0,30.0,50.0,392.0
2017,14,3259,LAL,Los Angeles Lakers,31.0,NBA,SG,60.0,60.0,1556.0,272.0,633.0,0.43,170.0,421.0,0.4,102.0,212.0,0.48,0.56,77.0,90.0,0.86,25.0,113.0,138.0,58.0,37.0,14.0,36.0,137.0,791.0
2018,10,3259,GSW,Golden State Warriors,32.0,NBA,SG,80.0,8.0,1393.0,201.0,488.0,0.41,123.0,326.0,0.38,78.0,162.0,0.48,0.54,56.0,65.0,0.86,20.0,105.0,125.0,36.0,38.0,7.0,39.0,100.0,581.0
2019,8,3259,DEN,Denver Nuggets,33.0,NBA,SG,4.0,0.0,37.0,3.0,9.0,0.33,3.0,8.0,0.38,0.0,1.0,0.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,9.0
