Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,15,VAN,Vancouver Grizzlies,Blue Edwards,30.0,82,82.0,2773,401,956,0.42,84,245,0.34,317,711,0.45,0.46,157,208,0.76,98,248,346,212,118,46,170,243,1043
1996,15,VAN,Vancouver Grizzlies,Bryant Reeves,22.0,77,63.0,2460,401,877,0.46,0,3,0.0,401,874,0.46,0.46,219,299,0.73,178,392,570,109,43,55,157,226,1021
1996,15,VAN,Vancouver Grizzlies,Greg Anthony,28.0,69,68.0,2096,324,781,0.42,90,271,0.33,234,510,0.46,0.47,229,297,0.77,29,145,174,476,116,11,160,137,967
1996,15,VAN,Vancouver Grizzlies,Chris King,26.0,80,66.0,1930,250,585,0.43,44,113,0.39,206,472,0.44,0.46,90,136,0.66,102,183,285,104,68,33,103,163,634
1996,15,VAN,Vancouver Grizzlies,Byron Scott,34.0,80,0.0,1894,271,676,0.4,74,221,0.34,197,455,0.43,0.46,203,243,0.84,40,152,192,123,63,22,100,126,819
1996,15,VAN,Vancouver Grizzlies,Anthony Avent,26.0,71,32.0,1586,179,466,0.38,0,0,,179,466,0.38,0.38,57,77,0.74,108,247,355,69,30,42,107,202,415
1996,15,VAN,Vancouver Grizzlies,Eric Murdock,27.0,64,14.0,1480,220,521,0.42,39,122,0.32,181,399,0.45,0.46,106,131,0.81,21,134,155,292,129,9,120,124,585
1996,15,VAN,Vancouver Grizzlies,Ashraf Amaya,24.0,54,34.0,1104,121,252,0.48,0,1,0.0,121,251,0.48,0.48,97,149,0.65,114,189,303,33,22,10,57,151,339
1996,15,VAN,Vancouver Grizzlies,Gerald Wilkins,32.0,28,14.0,738,77,205,0.38,14,64,0.22,63,141,0.45,0.41,20,23,0.87,22,43,65,68,22,2,37,55,188
1996,15,VAN,Vancouver Grizzlies,Eric Mobley,25.0,34,1.0,611,72,131,0.55,1,2,0.5,71,129,0.55,0.55,37,83,0.45,51,77,128,22,13,23,49,82,182
1996,15,VAN,Vancouver Grizzlies,Lawrence Moten,23.0,44,3.0,573,112,247,0.45,18,55,0.33,94,192,0.49,0.49,49,75,0.65,36,25,61,50,29,8,44,54,291
1996,15,VAN,Vancouver Grizzlies,Kenny Gattison,31.0,25,14.0,570,91,190,0.48,0,0,,91,190,0.48,0.48,47,78,0.6,35,79,114,14,10,11,40,75,229
1996,15,VAN,Vancouver Grizzlies,Doug Edwards,25.0,31,0.0,519,32,91,0.35,0,4,0.0,32,87,0.37,0.35,29,38,0.76,35,52,87,39,10,18,29,51,93
1996,15,VAN,Vancouver Grizzlies,Antonio Harvey,25.0,18,6.0,410,39,95,0.41,0,2,0.0,39,93,0.42,0.41,20,43,0.46,27,67,94,9,14,21,18,38,98
1996,15,VAN,Vancouver Grizzlies,Benoit Benjamin,31.0,13,13.0,404,71,161,0.44,0,0,,71,161,0.44,0.44,39,56,0.7,31,72,103,16,10,15,34,40,181
1996,15,VAN,Vancouver Grizzlies,Darrick Martin,24.0,24,0.0,402,59,131,0.45,5,22,0.23,54,109,0.5,0.47,38,46,0.83,13,25,38,61,27,1,37,47,161
1996,15,VAN,Vancouver Grizzlies,Rich Manning,25.0,29,0.0,311,49,113,0.43,0,1,0.0,49,112,0.44,0.43,9,14,0.64,16,39,55,7,3,6,17,37,107
1996,15,VAN,Vancouver Grizzlies,Cuonzo Martin,24.0,4,0.0,19,3,5,0.6,3,3,1.0,0,2,0.0,0.9,0,2,0.0,1,1,2,2,1,0,1,1,9
1996,15,VAN,Vancouver Grizzlies,Team Totals,,82,,19880,2772,6483,0.43,372,1129,0.33,2400,5354,0.45,0.46,1446,1998,0.72,957,2170,3127,1706,728,333,1347,1852,7362
