Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,5,514,CHI,Chicago Bulls,22.0,NBA,C,6.0,172.0,19.2,0.58,0.0,1.15,17.2,18.7,17.9,7.4,0.3,5.6,11.7,16.8,0.5,0.2,0.7,0.2,0.5,1.5,2.0,0.2
2006,5,514,CHI,Chicago Bulls,23.0,NBA,C,6.0,104.0,3.1,0.53,0.0,1.67,9.0,21.0,15.1,4.3,1.0,1.7,36.6,7.2,0.0,0.1,0.1,0.04,-7.3,1.5,-5.8,-0.1
2008,19,514,NOH,New Orleans Hornets,25.0,NBA,C,12.0,412.0,15.7,0.64,0.0,0.24,12.4,20.9,16.7,1.8,0.7,4.3,11.8,10.0,0.9,0.5,1.4,0.16,0.4,-0.1,0.3,0.2
2009,19,514,NOH,New Orleans Hornets,26.0,NBA,C,4.0,94.0,3.7,0.51,0.0,0.5,10.0,17.6,13.6,4.1,1.1,0.9,35.3,11.5,-0.1,0.0,-0.2,-0.09,-6.6,-1.1,-7.8,-0.1
2010,4,514,CHA,Charlotte Bobcats,27.0,NBA,C,4.0,60.0,7.2,0.57,0.0,0.27,6.5,15.0,10.8,6.0,1.9,6.2,24.5,13.4,0.0,0.1,0.0,0.03,-6.9,2.9,-4.0,0.0
2011,7,514,DAL,Dallas Mavericks,28.0,NBA,C,21.0,680.0,15.2,0.63,0.0,0.8,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,1.9,0.8,2.7,0.19,0.6,0.0,0.6,0.5
2012,20,514,NYK,New York Knicks,29.0,NBA,C,5.0,167.0,10.0,0.49,0.0,0.6,12.6,20.5,16.4,4.2,2.3,4.0,32.2,13.2,-0.2,0.1,0.0,-0.01,-2.4,1.2,-1.2,0.0
2013,20,514,NYK,New York Knicks,30.0,NBA,C,12.0,350.0,12.8,0.58,0.0,0.31,12.6,17.6,14.9,1.9,1.3,4.0,15.7,9.6,0.5,0.6,1.2,0.16,-1.3,-0.2,-1.5,0.0
2015,7,514,DAL,Dallas Mavericks,32.0,NBA,C,5.0,160.0,17.3,0.63,0.0,0.9,16.7,18.0,17.3,0.8,0.9,3.0,11.0,11.6,0.4,0.0,0.5,0.15,2.2,-1.8,0.4,0.1
2020,11,514,HOU,Houston Rockets,37.0,NBA,C,1.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
