Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,11,1911,HOU,Houston Rockets,22.0,NBA,SF,79.0,36.0,2081.0,5.8,11.6,0.5,0.0,0.1,0.25,5.8,11.6,0.5,3.1,4.3,0.73,3.0,4.8,7.8,3.0,0.9,0.9,2.1,3.5,14.8
1985,11,1911,HOU,Houston Rockets,23.0,NBA,SF,82.0,82.0,3001.0,5.7,10.7,0.54,0.0,0.1,0.0,5.7,10.6,0.54,2.8,3.8,0.74,2.4,4.1,6.5,4.3,1.1,0.9,2.1,2.6,14.2
1986,11,1911,HOU,Houston Rockets,24.0,NBA,SF,82.0,82.0,2610.0,4.7,8.7,0.54,0.0,0.0,0.0,4.7,8.6,0.54,2.4,3.1,0.77,2.2,5.0,7.2,4.0,0.7,0.8,1.8,2.7,11.7
1987,11,1911,HOU,Houston Rockets,25.0,NBA,SF,81.0,81.0,3136.0,5.0,9.0,0.55,0.0,0.1,0.0,5.0,8.9,0.56,3.5,4.5,0.78,2.2,4.5,6.6,5.0,1.0,0.6,2.4,2.0,13.4
1988,11,1911,HOU,Houston Rockets,26.0,NBA,SF,81.0,80.0,2689.0,4.8,10.0,0.48,0.0,0.1,0.0,4.8,9.9,0.48,3.9,4.9,0.78,3.1,5.3,8.4,3.5,0.8,0.7,1.9,2.2,13.5
1989,26,1911,SAC,Sacramento Kings,27.0,NBA,SF,68.0,65.0,2435.0,5.0,10.8,0.47,0.1,0.3,0.23,5.0,10.5,0.47,2.5,3.5,0.72,2.1,5.5,7.6,4.3,0.8,0.5,2.5,1.8,12.6
1990,26,1911,SAC,Sacramento Kings,28.0,NBA,SF,82.0,82.0,3238.0,6.0,11.6,0.52,0.1,0.5,0.26,5.8,11.1,0.52,3.0,3.9,0.78,2.1,5.3,7.4,4.2,0.7,0.8,1.9,2.0,15.1
1991,7,1911,DAL,Dallas Mavericks,29.0,NBA,PF,74.0,68.0,2561.0,4.7,9.5,0.5,0.2,0.5,0.33,4.5,9.0,0.5,2.2,2.8,0.8,2.2,5.7,7.9,3.6,1.0,0.7,1.8,2.9,11.9
1992,7,1911,DAL,Dallas Mavericks,30.0,NBA,SF,75.0,48.0,2106.0,4.6,10.6,0.44,0.4,1.5,0.29,4.2,9.2,0.46,1.9,2.6,0.72,2.5,5.5,8.0,3.7,0.8,0.5,2.0,3.1,11.6
1993,5,1911,CHI,Charlotte Bobcats,31.0,NBA,SF,64.0,5.0,1019.0,3.3,7.2,0.45,0.1,0.2,0.4,3.2,7.0,0.45,1.3,1.8,0.69,1.9,3.7,5.6,2.9,0.4,0.5,1.9,3.5,7.8
