PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Alex English,32,10,394,17.1,0.525,0.004,0.31,4.4,4.7,4.6,21.4,0.5,0.6,9.7,29.1,,0.5,0.2,0.7,0.086,,3.2,-2.2,1.0,0.3
Fat Lever,25,10,347,13.6,0.505,0.107,0.183,4.2,10.4,7.1,21.4,2.7,0.3,14.0,18.9,,0.1,0.4,0.5,0.071,,-0.2,0.9,0.7,0.2
Danny Schayes,26,10,295,13.7,0.585,0.0,0.349,11.2,17.9,14.3,4.2,0.6,3.1,17.5,16.2,,0.3,0.3,0.6,0.09699999999999999,,-1.3,-0.5,-1.8,0.0
Calvin Natt,29,10,293,17.0,0.5329999999999999,0.013999999999999999,0.415,5.6,23.2,13.9,14.5,0.3,0.6,11.6,25.8,,0.3,0.3,0.6,0.096,,1.1,-1.2,-0.1,0.1
T.R. Dunn,30,10,276,9.0,0.47,0.0,0.304,7.7,12.3,9.9,5.8,2.7,0.0,5.4,8.0,,0.2,0.3,0.5,0.094,,-2.6,1.7,-1.0,0.1
Mike Evans,30,10,204,12.1,0.483,0.354,0.366,2.8,7.5,5.0,16.6,2.3,0.8,12.0,21.1,,0.0,0.2,0.2,0.052000000000000005,,-0.9,-0.1,-1.0,0.1
Elston Turner,26,10,196,13.4,0.574,0.019,0.14800000000000002,5.9,9.5,7.6,15.2,1.7,0.0,8.0,12.7,,0.4,0.2,0.5,0.127,,0.6,1.2,1.8,0.2
Blair Rasmussen,23,10,175,20.1,0.48700000000000004,0.0,0.42700000000000005,14.9,20.7,17.6,8.6,1.3,2.8,5.8,27.5,,0.3,0.2,0.5,0.147,,0.6,-0.7,-0.1,0.1
Wayne Cooper,29,8,154,9.4,0.48,0.018000000000000002,0.39299999999999996,6.9,20.7,13.4,6.2,0.6,1.8,14.3,19.8,,-0.1,0.2,0.1,0.027000000000000003,,-5.1,-0.7,-5.8,-0.1
Bill Hanzlik,28,6,102,13.6,0.628,0.036000000000000004,0.5710000000000001,1.9,4.3,3.0,25.2,0.5,0.5,16.7,16.4,,0.2,0.0,0.2,0.11599999999999999,,1.1,-0.3,0.8,0.1
Willie White,23,4,21,7.5,0.35700000000000004,0.5710000000000001,0.0,4.6,10.5,7.4,36.2,2.2,0.0,22.2,17.1,,0.0,0.0,0.0,-0.023,,-3.5,-0.1,-3.6,0.0
Pete Williams,20,4,18,11.7,0.5,0.25,0.0,5.4,18.3,11.4,21.5,0.0,0.0,0.0,8.8,,0.0,0.0,0.0,0.126,,0.8,1.9,2.7,0.0
