PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Maurice Cheeks,29,12,519,16.9,0.584,0.038,0.401,3.0,9.3,6.2,24.4,1.2,0.3,13.0,19.5,,1.2,0.5,1.6,0.15,,2.8,-1.3,1.5,0.5
Charles Barkley,22,12,497,23.8,0.631,0.083,0.728,14.2,29.0,21.8,21.0,2.7,1.8,21.5,25.0,,0.9,1.0,2.0,0.18899999999999997,,4.7,2.5,7.2,1.2
Julius Erving,35,12,433,14.1,0.508,0.061,0.361,7.1,11.4,9.3,17.4,1.2,2.2,15.8,23.5,,0.1,0.5,0.6,0.068,,1.0,-0.9,0.1,0.2
Bobby Jones,34,12,329,13.0,0.604,0.013999999999999999,0.6759999999999999,3.2,7.8,5.6,14.1,1.5,2.5,13.5,13.9,,0.6,0.4,0.9,0.135,,0.7,1.7,2.3,0.4
Sedale Threatt,24,12,312,15.9,0.508,0.013999999999999999,0.231,2.3,6.8,4.6,21.1,3.6,0.4,8.7,22.7,,0.4,0.4,0.8,0.128,,-0.6,1.9,1.3,0.3
Clemon Johnson,29,12,303,11.1,0.578,0.0,0.47200000000000003,8.9,13.7,11.4,3.5,1.8,3.0,13.5,10.0,,0.3,0.4,0.7,0.114,,-0.9,0.9,0.0,0.2
Terry Catledge,22,11,293,10.1,0.426,0.0,0.325,14.9,14.5,14.7,2.5,1.0,1.6,9.5,20.7,,-0.1,0.3,0.2,0.038,,-2.7,-3.0,-5.7,-0.3
Greg Stokes,22,7,90,7.6,0.4,0.0,0.46399999999999997,7.9,8.7,8.3,5.8,1.1,4.0,10.6,17.2,,0.0,0.1,0.1,0.032,,-4.0,-0.8,-4.8,-0.1
Bob McAdoo,34,5,73,26.2,0.627,0.0,0.444,12.9,9.2,11.0,4.7,2.7,4.1,4.4,25.4,,0.3,0.1,0.5,0.298,,5.1,1.8,6.9,0.2
Perry Moss,27,7,28,-5.2,0.29600000000000004,0.125,0.125,0.0,12.0,6.1,9.1,0.0,2.1,32.2,18.3,,-0.1,0.0,-0.1,-0.19899999999999998,,-12.2,-3.1,-15.4,-0.1
Michael Young,25,3,3,3.1,0.25,0.0,0.0,39.3,0.0,19.1,0.0,0.0,0.0,0.0,54.8,,0.0,0.0,0.0,-0.319,,-10.5,-17.4,-28.0,0.0
