PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Michael Jordan,22,3,135,30.1,0.584,0.011000000000000001,0.41100000000000003,4.0,13.6,8.4,26.5,2.5,1.9,11.1,39.2,,0.4,0.0,0.5,0.161,,10.1,1.7,11.9,0.4
Orlando Woolridge,26,3,135,11.2,0.45899999999999996,0.016,0.242,4.9,7.8,6.2,4.6,1.1,0.5,5.5,22.6,,0.0,-0.1,-0.1,-0.027000000000000003,,1.1,-3.3,-2.2,0.0
Dave Corzine,29,3,103,13.0,0.585,0.0,0.138,6.4,26.8,15.6,8.6,0.5,1.2,16.3,15.0,,0.1,0.0,0.1,0.037000000000000005,,1.3,-0.1,1.1,0.1
Charles Oakley,22,3,88,16.1,0.561,0.0,0.619,12.4,29.9,20.3,4.8,3.3,1.4,15.8,15.1,,0.1,0.1,0.1,0.08199999999999999,,1.8,0.5,2.4,0.1
Kyle Macy,28,3,87,5.6,0.41600000000000004,0.28600000000000003,0.071,2.5,3.0,2.7,14.9,1.1,0.0,6.5,7.4,,0.0,-0.1,0.0,-0.016,,-1.4,-1.4,-2.9,0.0
John Paxson,25,3,80,9.6,0.601,0.0,1.133,0.0,0.0,0.0,8.4,1.8,0.0,11.8,13.4,,0.1,0.0,0.1,0.035,,-0.8,-0.2,-1.0,0.0
Gene Banks,26,3,69,9.4,0.557,0.111,0.222,6.3,11.4,8.7,10.6,0.7,0.0,16.8,14.4,,0.0,0.0,0.0,-0.006,,-0.4,-1.6,-1.9,0.0
Sidney Green,25,3,53,5.1,0.35600000000000004,0.0,0.6,14.4,12.4,13.5,0.0,0.9,1.2,10.6,22.4,,-0.1,0.0,-0.2,-0.138,,-4.2,-4.9,-9.1,-0.1
George Gervin,33,2,11,-11.3,0.0,0.0,0.0,0.0,12.0,5.4,10.9,0.0,0.0,66.7,11.4,,-0.1,0.0,-0.1,-0.34700000000000003,,-13.7,-4.4,-18.0,0.0
Mike Smrek,23,3,5,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,8.4,,0.0,0.0,0.0,-0.191,,-13.9,2.3,-11.5,0.0
Jawann Oldham,28,1,4,-7.8,0.0,0.0,0.0,27.3,32.9,29.8,0.0,0.0,0.0,50.0,21.0,,0.0,0.0,0.0,-0.488,,-11.6,-8.7,-20.3,0.0
