PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Paul Pressey,27,14,530,15.2,0.575,0.115,0.561,4.2,9.2,6.7,28.3,1.6,1.5,20.3,19.2,,0.6,0.3,1.0,0.086,,3.1,0.2,3.3,0.7
Terry Cummings,24,14,510,18.8,0.541,0.0,0.245,7.5,24.4,15.9,13.2,1.9,1.9,12.2,26.0,,0.4,0.6,1.0,0.096,,2.2,0.9,3.1,0.7
Craig Hodges,25,14,460,14.7,0.591,0.214,0.23399999999999999,2.3,4.1,3.2,19.1,3.3,0.3,13.0,16.6,,0.7,0.4,1.1,0.113,,1.8,1.7,3.5,0.6
Alton Lister,27,14,335,18.4,0.65,0.01,0.563,12.9,20.9,16.8,5.3,1.0,4.0,14.0,18.5,,0.7,0.4,1.1,0.156,,1.6,0.8,2.4,0.4
Sidney Moncrief,28,9,327,13.0,0.508,0.115,0.516,5.3,9.4,7.4,18.8,0.7,0.9,12.3,21.6,,0.2,0.1,0.4,0.054000000000000006,,1.7,-1.6,0.1,0.2
Ricky Pierce,26,13,322,12.2,0.542,0.018000000000000002,0.39799999999999996,7.2,5.9,6.6,8.7,1.2,0.6,10.1,19.0,,0.4,0.1,0.5,0.08199999999999999,,0.4,-1.2,-0.9,0.1
Randy Breuer,25,14,318,13.6,0.574,0.0,0.442,7.3,14.9,11.1,4.7,1.7,3.5,11.2,15.1,,0.4,0.3,0.7,0.10300000000000001,,0.3,0.9,1.2,0.3
Kenny Fields,23,12,158,14.0,0.562,0.043,0.33299999999999996,5.2,15.8,10.4,10.0,2.4,0.0,16.8,25.0,,0.0,0.2,0.1,0.032,,-0.8,-0.2,-1.0,0.0
Charles Davis,27,12,145,6.6,0.449,0.017,0.345,7.2,13.1,10.1,5.7,1.3,0.0,15.2,22.5,,-0.2,0.1,-0.1,-0.034,,-5.2,-2.8,-8.0,-0.2
Mike Glenn,30,10,114,6.6,0.436,0.027999999999999997,0.33299999999999996,3.1,8.3,5.7,9.2,0.4,0.0,10.8,16.8,,-0.1,0.0,0.0,-0.019,,-1.9,-2.7,-4.6,-0.1
Paul Mokeski,29,14,101,11.1,0.5489999999999999,0.0,0.33299999999999996,5.8,22.3,14.0,10.7,2.9,1.8,18.4,15.6,,0.0,0.1,0.2,0.077,,-3.6,3.4,-0.1,0.0
Jerry Reynolds,23,7,40,16.6,0.45799999999999996,0.059000000000000004,0.647,8.7,17.8,13.2,14.3,4.8,4.6,15.5,26.8,,-0.1,0.1,0.0,0.026000000000000002,,0.8,3.1,3.9,0.1
