PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Rodney McCray,24,20,835,13.1,0.569,0.015,0.287,3.0,12.2,7.6,19.0,1.0,1.3,14.0,12.8,,1.1,1.0,2.1,0.121,,1.2,1.3,2.5,0.9
Robert Reid,30,20,773,11.8,0.475,0.073,0.205,1.8,9.7,5.8,23.4,1.7,0.1,11.8,18.6,,0.4,0.9,1.3,0.079,,-1.3,0.3,-1.0,0.2
Hakeem Olajuwon,23,20,766,25.6,0.5660000000000001,0.003,0.514,14.2,18.9,16.5,7.8,2.5,5.2,8.3,27.3,,2.0,1.7,3.7,0.231,,4.3,1.6,5.9,1.5
Ralph Sampson,25,20,741,18.9,0.565,0.003,0.392,9.6,21.5,15.6,15.3,2.0,2.7,16.7,23.2,,0.8,1.4,2.2,0.141,,1.3,1.8,3.1,1.0
Lewis Lloyd,26,20,589,13.8,0.527,0.021,0.24100000000000002,6.2,5.8,6.0,20.3,1.3,0.6,15.0,21.5,,0.4,0.6,1.0,0.08199999999999999,,0.8,-1.2,-0.4,0.2
Mitchell Wiggins,26,20,443,12.8,0.52,0.017,0.156,9.2,9.2,9.2,9.8,1.5,0.4,12.4,19.9,,0.3,0.5,0.8,0.083,,-1.2,-0.7,-1.9,0.0
Jim Petersen,23,20,378,10.6,0.45299999999999996,0.0,0.306,13.4,18.1,15.7,6.9,1.2,1.4,11.6,14.8,,0.1,0.6,0.7,0.08900000000000001,,-2.3,-0.6,-2.9,-0.1
Allen Leavell,28,15,170,13.2,0.41600000000000004,0.188,0.28800000000000003,1.9,7.6,4.7,30.3,2.6,0.0,9.1,23.6,,0.0,0.2,0.3,0.075,,0.4,-0.6,-0.2,0.1
Steve Harris,22,15,83,11.8,0.48100000000000004,0.0,0.172,6.5,6.5,6.5,3.2,2.3,2.1,6.0,16.2,,0.0,0.1,0.1,0.078,,-0.1,0.2,0.1,0.1
Craig Ehlo,24,10,38,18.6,0.5489999999999999,0.063,0.313,2.8,5.6,4.2,22.4,5.1,1.5,14.2,22.6,,0.0,0.1,0.1,0.149,,2.5,4.5,7.1,0.1
Hank McDowell,26,13,33,5.9,0.428,0.0,1.143,13.0,13.0,13.0,7.1,0.0,0.0,16.0,15.4,,0.0,0.0,0.0,0.028999999999999998,,-3.4,-2.0,-5.4,0.0
Granville Waiters,25,11,26,13.3,0.5710000000000001,0.0,0.0,8.3,12.4,10.3,0.0,1.9,6.7,12.5,12.5,,0.0,0.0,0.1,0.11599999999999999,,-3.0,2.8,-0.3,0.0
