PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Mike Woodson,27,3,110,11.7,0.516,0.040999999999999995,0.245,6.2,4.4,5.4,8.2,1.9,1.1,16.9,23.8,,0.0,0.0,0.0,0.005,,-1.9,-1.0,-2.9,0.0
Reggie Theus,28,3,102,9.2,0.439,0.022000000000000002,0.261,2.8,5.9,4.2,32.1,1.5,1.2,21.4,25.7,,-0.2,0.0,-0.2,-0.091,,-1.4,-2.9,-4.3,-0.1
LaSalle Thompson,24,3,99,12.2,0.389,0.0,0.375,13.7,25.7,19.0,3.1,1.0,3.6,9.7,16.7,,-0.1,0.1,0.0,0.012,,-1.6,-2.1,-3.8,0.0
Eddie Johnson,26,3,96,16.3,0.475,0.055,0.16399999999999998,10.1,13.9,11.8,8.2,1.6,0.6,9.2,27.1,,0.1,0.0,0.1,0.048,,1.4,-2.1,-0.8,0.0
Mark Olberding,29,3,74,5.1,0.525,0.0,1.3330000000000002,5.2,14.7,9.4,5.7,1.4,0.8,32.9,11.5,,-0.1,0.0,-0.1,-0.042,,-5.7,-0.8,-6.5,-0.1
Larry Drew,27,3,56,26.9,0.599,0.12,0.08,0.0,2.2,1.0,49.3,4.6,0.0,0.0,18.5,,0.3,0.0,0.3,0.271,,8.2,4.5,12.6,0.2
Terry Tyler,29,3,51,8.5,0.34,0.0,0.4,5.7,11.9,8.4,10.9,2.0,3.5,7.8,10.0,,0.0,0.0,0.0,0.021,,-3.1,1.9,-1.2,0.0
Joe Kleine,24,3,45,12.6,0.48,0.0,0.462,17.2,16.1,16.7,3.4,1.1,1.3,11.3,15.7,,0.0,0.0,0.1,0.068,,-2.1,-2.5,-4.6,0.0
Rich Kelley,32,3,35,16.1,0.473,0.0,0.667,16.6,20.7,18.4,17.0,2.9,0.0,14.7,15.6,,0.0,0.0,0.1,0.095,,1.1,0.2,1.3,0.0
Otis Thorpe,23,3,35,8.0,0.321,0.0,1.0,22.1,13.8,18.4,0.0,0.0,1.7,5.1,22.6,,-0.1,0.0,-0.1,-0.079,,-2.6,-6.5,-9.2,-0.1
Mike Bratz,30,3,15,13.7,0.5429999999999999,0.0,0.16699999999999998,12.9,16.1,14.3,12.0,0.0,0.0,23.7,22.6,,0.0,0.0,0.0,-0.031,,1.0,-1.8,-0.8,0.0
Carl Henry,25,1,2,61.3,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.29600000000000004,,46.5,10.0,56.4,0.0
