Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,22,1065,ORL,Orlando Magic,23.0,NBA,C,6.0,0.0,41.0,7.0,14.9,0.47,0.0,0.0,,7.0,14.9,0.47,1.8,2.6,0.67,7.0,7.0,14.0,1.8,0.9,0.9,1.8,3.5,15.8
2009,22,1065,ORL,Orlando Magic,24.0,NBA,PF,63.0,3.0,794.0,4.8,8.5,0.57,0.0,0.0,1.0,4.8,8.4,0.56,1.2,2.0,0.58,4.4,8.6,13.0,0.6,0.8,2.4,1.1,5.0,10.8
2010,22,1065,ORL,Orlando Magic,25.0,NBA,C,81.0,0.0,1088.0,4.0,7.5,0.53,0.0,0.1,0.0,4.0,7.4,0.54,1.7,2.5,0.68,3.4,7.8,11.3,0.6,0.6,2.3,1.5,4.6,9.7
2011,31,1065,TOT,Total After Trade,26.0,NBA,C,80.0,14.0,2032.0,6.0,10.7,0.56,0.0,0.1,0.25,6.0,10.6,0.56,2.5,3.4,0.72,2.6,8.6,11.2,1.2,0.6,1.6,1.4,3.3,14.5
2011,22,1065,ORL,Orlando Magic,26.0,NBA,C,25.0,2.0,396.0,4.0,7.4,0.54,0.0,0.0,,4.0,7.4,0.54,1.1,1.6,0.67,3.5,7.3,10.7,1.5,0.6,1.9,1.5,4.7,9.1
2011,24,1065,PHO,Phoenix Suns,26.0,NBA,C,55.0,12.0,1636.0,6.5,11.5,0.56,0.0,0.1,0.25,6.4,11.4,0.57,2.8,3.9,0.73,2.4,8.9,11.3,1.2,0.6,1.5,1.4,3.0,15.8
2012,24,1065,PHO,Phoenix Suns,27.0,NBA,C,66.0,66.0,2114.0,7.3,13.1,0.56,0.0,0.0,0.0,7.3,13.1,0.56,2.8,4.3,0.65,3.2,8.1,11.2,1.0,0.8,1.7,1.5,2.4,17.3
2013,24,1065,PHO,Phoenix Suns,28.0,NBA,C,61.0,61.0,1876.0,5.7,10.9,0.52,0.0,0.1,0.0,5.7,10.8,0.52,1.7,2.6,0.65,2.5,7.4,9.9,1.4,0.8,1.9,1.9,2.4,13.0
2014,30,1065,WAS,Washington Wizards,29.0,NBA,C,81.0,80.0,2655.0,6.2,11.4,0.54,0.0,0.0,1.0,6.2,11.4,0.54,2.1,3.1,0.69,2.7,7.7,10.4,1.9,0.6,1.6,1.7,2.7,14.5
2015,30,1065,WAS,Washington Wizards,30.0,NBA,C,82.0,82.0,2453.0,6.4,11.4,0.57,0.0,0.0,0.0,6.4,11.3,0.57,1.8,2.6,0.7,2.6,7.9,10.5,1.4,0.7,1.6,1.5,2.8,14.7
2016,30,1065,WAS,Washington Wizards,31.0,NBA,C,75.0,74.0,2256.0,6.9,12.2,0.57,0.0,0.0,0.0,6.9,12.2,0.57,2.3,3.3,0.7,3.5,8.3,11.8,1.7,0.7,1.5,1.9,3.1,16.1
2017,30,1065,WAS,Washington Wizards,32.0,NBA,C,82.0,82.0,2556.0,5.5,9.5,0.58,0.0,0.0,0.0,5.5,9.5,0.58,1.5,2.2,0.65,3.4,8.6,12.0,1.7,0.6,0.9,1.7,3.0,12.4
2018,30,1065,WAS,Washington Wizards,33.0,NBA,C,82.0,82.0,2075.0,5.0,9.7,0.52,0.0,0.0,,5.0,9.7,0.52,1.9,2.8,0.68,3.1,7.7,10.8,2.6,0.7,1.1,1.7,3.0,12.0
2019,13,1065,LAC,Los Angeles Clippers,34.0,NBA,C,47.0,43.0,751.0,4.7,8.9,0.53,0.0,0.0,,4.7,8.9,0.53,1.7,2.3,0.73,3.2,9.3,12.5,3.1,0.3,1.2,2.4,4.4,11.2
