PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Michael Jordan,28,22,920,27.2,0.5710000000000001,0.076,0.325,4.9,13.2,9.1,28.3,2.6,1.2,10.9,37.1,,2.4,1.7,4.1,0.21600000000000003,,8.3,1.6,9.9,2.8
Scottie Pippen,26,22,899,20.1,0.544,0.07400000000000001,0.47700000000000004,8.0,18.1,13.1,25.8,2.5,2.0,15.1,23.6,,1.3,1.8,3.1,0.168,,4.3,2.4,6.6,2.0
Horace Grant,26,22,856,16.3,0.575,0.011000000000000001,0.415,10.8,16.8,13.8,11.2,1.5,3.2,8.8,12.7,,1.7,1.6,3.3,0.184,,2.9,1.9,4.8,1.5
Bill Cartwright,34,22,612,6.5,0.474,0.0,0.267,5.8,13.7,9.8,8.7,1.0,0.5,17.2,11.7,,-0.3,0.9,0.6,0.048,,-2.7,0.3,-2.4,-0.1
John Paxson,31,22,598,10.5,0.59,0.19399999999999998,0.13699999999999998,0.0,4.5,2.2,15.0,1.3,0.1,8.1,12.3,,0.9,0.7,1.5,0.12300000000000001,,-0.4,0.9,0.5,0.4
B.J. Armstrong,24,22,434,11.4,0.517,0.122,0.273,0.6,6.2,3.4,16.5,1.7,0.0,10.4,18.3,,0.3,0.5,0.8,0.09,,-0.7,0.1,-0.6,0.2
Scott Williams,23,22,321,11.4,0.534,0.013999999999999999,0.4,12.6,23.5,18.0,3.1,1.0,4.0,15.4,13.9,,0.2,0.7,0.9,0.128,,-2.9,1.0,-2.0,0.0
Cliff Levingston,31,22,191,9.6,0.462,0.018000000000000002,0.491,10.9,15.3,13.1,7.0,1.1,2.2,13.7,19.3,,-0.1,0.3,0.2,0.05,,-3.7,-0.4,-4.0,-0.1
Will Perdue,26,18,157,9.8,0.491,0.027000000000000003,0.541,14.0,17.0,15.5,8.3,1.0,4.5,20.8,16.9,,-0.1,0.3,0.2,0.063,,-4.9,0.6,-4.3,-0.1
Craig Hodges,31,17,137,5.9,0.501,0.488,0.049,2.7,0.9,1.8,5.3,2.0,0.0,16.0,16.7,,-0.1,0.2,0.0,0.012,,-1.7,-0.9,-2.6,0.0
Stacey King,25,14,111,13.5,0.529,0.05,0.575,7.7,14.2,11.0,7.0,2.4,1.3,16.6,24.8,,0.0,0.2,0.2,0.069,,-1.2,0.4,-0.7,0.0
Bob Hansen,31,9,69,10.7,0.47200000000000003,0.273,0.136,7.1,8.8,7.9,21.5,0.8,0.0,7.9,16.8,,0.1,0.1,0.1,0.102,,-0.7,0.6,-0.1,0.0
