PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Dražen Petrović,27,4,163,16.6,0.593,0.158,0.171,2.4,4.3,3.3,12.8,1.2,0.4,8.9,22.5,,0.3,0.0,0.3,0.091,,2.6,-0.7,1.8,0.2
Derrick Coleman,24,4,162,20.4,0.535,0.081,0.284,7.9,23.1,14.8,19.9,2.1,1.6,11.7,23.7,,0.2,0.2,0.4,0.111,,4.2,1.6,5.8,0.3
Mookie Blaylock,24,4,148,10.9,0.335,0.109,0.073,3.3,8.7,5.8,27.6,5.0,0.9,11.0,17.6,,-0.2,0.2,-0.1,-0.017,,-3.0,2.8,-0.2,0.1
Chris Morris,26,4,135,19.1,0.605,0.172,0.155,8.0,7.8,7.9,5.8,2.6,3.4,11.4,21.1,,0.2,0.1,0.3,0.105,,4.1,1.7,5.7,0.3
Sam Bowie,30,4,112,9.9,0.483,0.061,0.364,7.0,11.5,9.0,10.7,1.3,1.7,11.6,15.8,,0.0,0.1,0.1,0.031,,-2.8,-0.1,-2.9,0.0
Chris Dudley,26,4,77,13.1,0.4,0.0,0.5710000000000001,16.5,18.2,17.3,4.8,1.3,8.4,5.4,9.8,,0.0,0.1,0.1,0.085,,-2.1,2.1,-0.1,0.0
Terry Mills,24,4,77,8.4,0.424,0.037000000000000005,0.40700000000000003,11.4,22.8,16.6,13.9,0.6,1.7,18.0,20.6,,-0.1,0.1,-0.1,-0.036000000000000004,,-5.4,-0.7,-6.1,-0.1
Tate George,23,4,44,2.2,0.308,0.0,0.13,0.0,0.0,0.0,25.4,3.4,1.5,14.1,26.3,,-0.2,0.0,-0.2,-0.212,,-7.3,-1.2,-8.6,-0.1
Kenny Anderson,21,3,24,10.1,0.405,0.0,0.222,4.1,9.8,6.7,16.7,2.1,0.0,9.2,18.5,,0.0,0.0,0.0,-0.012,,-2.8,-1.5,-4.2,0.0
Rafael Addison,27,1,9,6.6,0.35700000000000004,0.28600000000000003,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,31.7,,0.0,0.0,0.0,-0.134,,1.2,-6.3,-5.1,0.0
Doug Lee,27,2,6,-8.5,0.0,0.667,0.0,0.0,0.0,0.0,19.0,0.0,10.8,0.0,20.4,,-0.1,0.0,0.0,-0.39799999999999996,,-10.7,-2.7,-13.3,0.0
Dave Feitl,29,1,3,2.9,0.5,0.0,0.0,0.0,39.0,17.8,0.0,0.0,0.0,33.3,40.8,,0.0,0.0,0.0,-0.40700000000000003,,-11.2,-4.8,-16.0,0.0
