SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1992,29,UTA,Karl Malone,28,16,688,25.0,0.62,0.01,0.74,8.0,24.5,16.5,11.1,1.7,1.9,10.9,28.0,,2.3,0.9,3.2,0.22,,5.5,0.9,6.5,1.5
1992,29,UTA,John Stockton,29,16,623,19.4,0.55,0.32,0.43,2.1,7.3,4.7,54.2,2.9,0.6,21.1,20.1,,1.1,0.5,1.6,0.12,,5.7,0.9,6.6,1.4
1992,29,UTA,Jeff Malone,30,16,610,14.2,0.54,0.01,0.26,2.5,5.4,4.0,9.3,0.7,0.2,7.8,24.8,,0.7,0.1,0.8,0.06,,0.3,-2.1,-1.7,0.0
1992,29,UTA,Mark Eaton,35,16,473,9.7,0.63,0.0,0.59,8.2,15.5,11.9,1.2,0.8,5.2,16.0,6.6,,0.4,0.5,0.9,0.09,,-1.1,1.9,0.8,0.3
1992,29,UTA,Tyrone Corbin,29,16,447,14.5,0.56,0.02,0.39,11.2,13.4,12.3,6.2,1.4,0.5,9.6,18.1,,0.7,0.3,1.0,0.11,,0.8,-0.4,0.4,0.3
1992,29,UTA,Blue Edwards,26,16,354,11.3,0.52,0.09,0.29,8.0,10.0,9.0,7.8,3.5,0.6,16.7,19.3,,-0.1,0.4,0.3,0.04,,-2.0,0.8,-1.2,0.1
1992,29,UTA,Mike Brown,28,16,274,9.0,0.49,0.0,0.55,10.3,19.2,14.9,6.1,0.4,0.5,14.7,18.1,,0.0,0.2,0.2,0.04,,-3.3,-1.4,-4.8,-0.2
1992,29,UTA,David Benoit,23,13,257,10.7,0.5,0.16,0.13,9.0,15.2,12.2,3.7,1.2,1.3,10.1,17.5,,0.1,0.2,0.3,0.06,,-1.4,-0.8,-2.2,0.0
1992,29,UTA,Delaney Rudd,29,10,84,12.5,0.55,0.33,0.19,0.0,5.8,3.0,35.0,1.9,0.0,14.9,14.5,,0.1,0.0,0.2,0.09,,0.0,0.6,0.6,0.1
1992,29,UTA,Bob Thornton,29,7,32,9.9,0.52,0.0,0.8,16.1,19.1,17.6,4.4,0.0,0.0,12.9,11.0,,0.0,0.0,0.1,0.09,,-0.5,-2.2,-2.7,0.0
1992,29,UTA,Corey Crowder,22,4,12,21.1,0.53,0.22,0.11,10.7,10.2,10.4,23.9,4.4,0.0,17.5,43.4,,0.0,0.0,0.0,-0.1,,0.0,-0.5,-0.5,0.0
1992,29,UTA,Eric Murdock,23,3,11,22.9,0.68,0.2,0.4,0.0,33.3,17.1,18.4,4.9,6.2,33.8,36.8,,0.0,0.0,0.0,-0.01,,0.6,5.9,6.5,0.0
