PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Brad Daugherty,26,17,687,20.3,0.612,0.004,0.617,6.7,22.1,14.8,13.7,0.8,1.4,11.0,22.2,,1.8,1.0,2.7,0.19,,3.8,0.5,4.3,1.1
Larry Nance,32,17,681,17.8,0.5429999999999999,0.004,0.27899999999999997,8.2,18.2,13.5,10.3,1.1,4.0,8.4,20.5,,0.9,1.0,2.0,0.139,,2.0,1.2,3.3,0.9
Mark Price,27,17,603,19.2,0.605,0.29,0.307,2.1,5.9,4.1,35.3,2.1,0.4,17.2,24.5,,1.1,0.6,1.7,0.134,,5.0,-0.4,4.6,1.0
Hot Rod Williams,29,17,567,19.2,0.631,0.0,0.708,11.0,15.6,13.4,11.4,2.2,1.8,13.3,18.6,,1.4,0.9,2.3,0.193,,2.6,1.9,4.5,0.9
Craig Ehlo,30,17,552,12.8,0.505,0.336,0.138,5.0,11.0,8.2,20.4,2.0,0.5,10.0,14.7,,0.5,0.6,1.2,0.102,,1.6,1.4,2.9,0.7
Mike Sanders,31,17,418,10.3,0.523,0.026000000000000002,0.183,6.0,9.3,7.7,13.3,1.9,1.7,15.6,16.0,,0.1,0.5,0.6,0.064,,-1.7,1.2,-0.5,0.2
John Battle,29,15,202,8.5,0.483,0.024,0.28,2.5,4.4,3.5,11.8,1.3,0.3,16.3,24.7,,-0.3,0.1,-0.2,-0.036000000000000004,,-3.3,-2.5,-5.8,-0.2
Terrell Brandon,21,12,157,8.7,0.414,0.055,0.073,3.2,12.7,8.2,29.1,1.0,0.4,16.2,19.6,,-0.2,0.2,0.0,-0.012,,-3.4,-1.1,-4.4,-0.1
Steve Kerr,26,12,149,8.2,0.509,0.268,0.122,0.8,3.7,2.4,9.9,1.8,0.0,8.5,14.4,,0.0,0.1,0.2,0.05,,-2.0,-0.4,-2.3,0.0
Danny Ferry,25,9,55,13.8,0.5670000000000001,0.2,0.267,15.9,18.1,17.0,2.7,1.0,1.1,10.7,15.5,,0.1,0.1,0.2,0.14,,1.2,-0.2,1.0,0.0
Henry James,26,8,22,-4.8,0.17,0.3,0.4,5.7,5.0,5.3,12.1,2.4,0.0,7.8,26.3,,-0.2,0.0,-0.1,-0.297,,-12.4,-5.1,-17.5,-0.1
Bobby Phills,22,5,12,38.9,0.511,0.111,0.444,20.8,36.9,29.3,89.7,4.4,0.0,15.7,48.2,,0.0,0.0,0.1,0.255,,8.4,5.5,14.0,0.0
