PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Reggie Miller,26,3,130,22.4,0.721,0.256,0.698,3.6,2.6,3.1,19.5,1.6,0.0,6.6,21.1,,0.6,0.0,0.6,0.217,,7.3,-0.1,7.2,0.3
Detlef Schrempf,29,3,120,17.9,0.531,0.085,0.596,11.8,25.8,18.9,9.8,0.9,0.5,10.6,25.2,,0.2,0.1,0.2,0.08900000000000001,,2.1,-3.1,-1.0,0.0
Chuck Person,27,3,118,8.4,0.488,0.319,0.255,1.0,7.8,4.4,10.2,0.9,0.0,10.3,22.5,,-0.1,0.0,-0.2,-0.065,,-2.0,-3.8,-5.8,-0.1
Micheal Williams,25,3,106,17.3,0.504,0.209,0.349,1.1,7.6,4.4,39.4,4.3,0.0,12.4,24.3,,0.1,0.1,0.1,0.052000000000000005,,1.2,0.9,2.2,0.1
Dale Davis,22,3,69,7.9,0.4,0.0,0.0,8.6,23.3,16.0,4.2,0.0,4.0,9.1,7.3,,0.0,0.0,0.0,0.022000000000000002,,-2.3,-0.7,-3.0,0.0
LaSalle Thompson,30,3,63,11.1,0.6729999999999999,0.0,0.182,3.8,20.0,12.0,10.0,0.8,3.5,20.2,10.8,,0.1,0.0,0.1,0.065,,-2.1,2.1,0.0,0.0
George McCloud,24,2,53,14.9,0.6829999999999999,0.5,0.917,0.0,4.3,2.2,17.9,1.9,1.1,15.1,17.0,,0.1,0.0,0.1,0.095,,2.5,-0.4,2.1,0.1
Vern Fleming,29,3,51,11.4,0.5429999999999999,0.0,0.16699999999999998,0.0,4.5,2.3,21.4,3.0,0.0,17.2,20.8,,0.0,0.0,0.0,-0.039,,-2.2,-0.7,-3.0,0.0
Rik Smits,25,3,28,6.0,0.42100000000000004,0.0,0.182,12.7,12.3,12.5,0.0,3.7,2.0,20.2,24.2,,-0.1,0.0,-0.1,-0.12300000000000001,,-8.0,-1.4,-9.4,-0.1
Greg Dreiling,29,1,3,-11.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.032,,-17.9,1.1,-16.8,0.0
Sean Green,21,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.042,,-2.9,-1.1,-4.1,0.0
Kenny Williams,22,1,1,49.9,,,,0.0,0.0,0.0,0.0,51.2,0.0,,0.0,,0.0,0.0,0.0,0.532,,11.4,37.1,48.6,0.0
