SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,2,BOS,Reggie Lewis,26,10,408,23.8,0.57,0.03,0.29,3.2,10.3,6.5,15.4,3.1,1.4,6.1,28.4,1.1,0.4,1.5,0.18,4.1,2.6,6.8,0.9
1992,2,BOS,Kevin Gamble,26,10,335,13.6,0.49,0.02,0.12,4.5,11.3,7.8,9.6,1.9,1.3,6.8,19.5,0.2,0.2,0.4,0.06,-0.5,0.5,0.0,0.2
1992,2,BOS,Robert Parish,38,10,335,17.1,0.53,0.0,0.28,13.3,23.1,17.9,5.6,1.1,3.1,7.4,16.2,0.6,0.3,0.9,0.12,1.5,-0.2,1.3,0.3
1992,2,BOS,Ed Pinckney,28,10,314,16.1,0.67,0.02,0.53,13.4,20.0,16.6,2.8,2.0,2.0,15.4,11.9,0.7,0.3,1.0,0.15,1.0,1.0,2.0,0.3
1992,2,BOS,John Bagley,31,10,308,13.6,0.5,0.04,0.39,3.0,8.1,5.4,36.0,1.5,0.2,23.9,21.0,-0.1,0.1,0.0,0.0,0.8,-1.4,-0.6,0.1
1992,2,BOS,Kevin McHale,34,10,306,18.7,0.57,0.01,0.35,8.0,19.7,13.5,6.2,0.9,1.1,5.8,22.3,0.7,0.2,0.9,0.14,1.6,-0.5,1.2,0.2
1992,2,BOS,Dee Brown,23,6,120,16.0,0.52,0.07,0.14,2.9,9.8,6.2,35.9,0.4,2.3,13.0,19.8,0.2,0.0,0.2,0.08,1.4,0.6,2.0,0.1
1992,2,BOS,Larry Bird,35,4,107,16.4,0.51,0.12,0.1,2.2,19.6,10.4,27.8,0.5,1.3,12.1,20.6,0.1,0.1,0.2,0.07,1.7,0.4,2.2,0.1
1992,2,BOS,Joe Kleine,30,9,82,6.8,0.44,0.04,0.09,8.6,25.6,16.6,1.5,0.0,0.9,11.6,14.0,0.0,0.0,0.0,-0.0,-4.8,-1.9,-6.7,-0.1
1992,2,BOS,Rick Fox,22,8,67,14.0,0.59,0.26,0.17,5.2,5.9,5.5,8.1,1.6,2.1,7.5,17.7,0.1,0.0,0.2,0.12,0.9,1.4,2.4,0.1
1992,2,BOS,Sherman Douglas,25,6,65,3.8,0.37,0.08,0.08,1.8,6.0,3.8,20.1,0.0,0.0,13.4,20.4,-0.1,0.0,-0.1,-0.1,-6.0,-4.4,-10.4,-0.1
1992,2,BOS,Stojko Vrankovic,28,1,3,37.2,1.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.46,15.1,10.5,25.6,0.0
