SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1992,9,DET,Joe Dumars,28,5,221,11.8,0.55,0.15,0.28,2.7,1.5,2.1,14.5,1.3,0.3,8.4,18.2,,0.2,0.2,0.4,0.08,,1.4,-0.4,1.0,0.2
1992,9,DET,Isiah Thomas,30,5,200,10.6,0.45,0.17,0.43,1.8,12.7,7.5,34.6,1.4,0.0,17.1,22.5,,-0.3,0.3,0.1,0.02,,-1.2,-0.4,-1.6,0.0
1992,9,DET,Dennis Rodman,30,5,156,13.5,0.59,0.07,0.3,12.3,24.8,18.8,10.6,1.4,0.8,18.7,11.6,,0.1,0.4,0.5,0.15,,0.2,1.7,1.9,0.2
1992,9,DET,John Salley,27,5,149,18.2,0.56,0.02,0.64,8.1,14.8,11.6,18.4,1.1,6.2,13.8,21.1,,0.2,0.3,0.5,0.15,,2.4,4.8,7.2,0.3
1992,9,DET,Bill Laimbeer,34,5,145,8.6,0.42,0.22,0.11,4.1,21.3,13.1,10.5,1.5,0.5,9.4,17.7,,-0.2,0.3,0.1,0.04,,-2.9,0.9,-2.0,0.0
1992,9,DET,Orlando Woolridge,32,5,128,7.4,0.47,0.0,0.31,4.7,4.3,4.5,5.0,0.4,0.5,9.2,24.5,,-0.2,0.1,-0.1,-0.03,,-2.3,-2.5,-4.8,-0.1
1992,9,DET,Mark Aguirre,32,5,113,4.8,0.41,0.1,0.33,4.3,4.9,4.6,21.1,1.0,0.6,19.1,29.0,,-0.5,0.1,-0.3,-0.15,,-3.8,-2.1,-5.9,-0.1
1992,9,DET,Darrell Walker,30,5,68,4.4,0.46,0.0,0.44,8.8,11.4,10.1,9.8,0.8,0.0,31.7,11.2,,-0.1,0.1,0.0,0.01,,-4.7,-0.7,-5.4,-0.1
1992,9,DET,Bob McCann,27,1,13,6.1,0.5,0.0,0.0,9.2,8.5,8.8,0.0,0.0,5.1,25.0,29.7,,-0.1,0.0,0.0,-0.17,,-6.4,-2.7,-9.1,0.0
1992,9,DET,Brad Sellers,29,2,13,24.5,0.62,0.0,0.5,0.0,0.0,0.0,31.3,0.0,10.1,0.0,18.1,,0.1,0.0,0.1,0.24,,8.2,5.5,13.7,0.1
1992,9,DET,Lance Blanks,25,1,10,23.5,0.5,0.0,0.0,0.0,11.0,5.8,55.1,16.8,0.0,33.3,14.5,,0.0,0.1,0.0,0.21,,-0.8,16.2,15.5,0.0
1992,9,DET,William Bedford,28,1,9,22.7,0.5,0.0,0.0,0.0,24.5,12.8,0.0,6.2,0.0,0.0,32.1,,0.0,0.0,0.0,0.14,,2.2,1.3,3.5,0.0
