PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Terry Porter,28,21,870,19.5,0.647,0.27399999999999997,0.502,3.5,10.0,6.8,24.9,1.3,0.2,11.7,19.5,,3.0,0.7,3.7,0.20199999999999999,,5.2,0.2,5.4,1.6
Clyde Drexler,29,21,847,22.8,0.5529999999999999,0.191,0.402,8.7,13.6,11.2,29.6,1.9,1.6,10.4,28.4,,2.4,1.0,3.4,0.193,,6.9,0.9,7.8,2.1
Buck Williams,31,21,758,11.0,0.591,0.0,0.7,9.9,18.9,14.4,4.0,1.8,1.5,20.9,12.2,,0.4,1.0,1.5,0.092,,-1.0,0.2,-0.8,0.2
Jerome Kersey,29,21,756,16.9,0.555,0.012,0.444,9.6,16.5,13.1,15.3,2.8,1.7,14.7,20.5,,0.9,1.1,2.0,0.128,,1.4,2.2,3.7,1.1
Kevin Duckworth,27,21,647,10.5,0.52,0.0,0.245,7.6,14.4,11.0,9.7,0.9,1.2,15.8,18.9,,0.0,0.6,0.6,0.042,,-1.8,-0.2,-2.0,0.0
Clifford Robinson,25,21,522,12.9,0.49200000000000005,0.03,0.391,5.9,14.6,10.3,12.7,2.1,2.7,10.8,21.4,,0.1,0.7,0.8,0.07400000000000001,,-1.5,1.5,0.1,0.3
Danny Ainge,32,21,449,14.3,0.585,0.308,0.278,2.2,8.6,5.4,17.0,1.7,0.2,11.6,20.6,,0.8,0.4,1.2,0.124,,1.0,0.5,1.5,0.4
Mark Bryant,26,12,116,2.1,0.374,0.0,0.138,11.7,18.8,15.3,1.2,1.3,0.0,22.6,14.8,,-0.3,0.1,-0.1,-0.052000000000000005,,-7.4,-2.3,-9.7,-0.2
Ennis Whatley,29,15,96,7.0,0.368,0.05,0.2,0.0,12.6,6.4,17.9,3.7,0.0,15.5,11.6,,-0.1,0.1,0.1,0.03,,-5.2,2.6,-2.6,0.0
Robert Pack,22,14,52,4.8,0.278,0.0,0.222,4.7,9.3,7.0,18.1,4.9,1.3,13.2,18.9,,-0.1,0.1,-0.1,-0.053,,-6.9,2.0,-4.9,0.0
Wayne Cooper,35,3,27,7.9,0.5,0.0,0.0,4.6,31.4,18.1,0.0,0.0,7.5,20.0,8.0,,0.0,0.0,0.0,0.06,,-5.1,2.4,-2.7,0.0
Alaa Abdelnaby,23,8,25,8.6,0.51,0.0,0.4,0.0,19.4,9.8,12.9,0.0,0.0,14.5,23.7,,0.0,0.0,0.0,-0.005,,-4.2,-0.4,-4.6,0.0
