PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Sedale Threatt,30,4,162,9.8,0.575,0.065,0.261,0.0,6.3,3.0,19.7,0.6,0.0,17.7,17.6,,0.0,0.0,0.0,-0.01,,-1.5,-3.1,-4.5,-0.1
A.C. Green,28,4,153,14.6,0.519,0.0,0.59,11.4,17.4,14.3,7.9,2.4,0.0,9.2,16.2,,0.2,0.1,0.3,0.085,,1.3,-1.2,0.2,0.1
Byron Scott,30,4,148,19.3,0.6709999999999999,0.273,0.614,2.3,6.0,4.1,17.8,2.1,0.5,8.2,18.8,,0.5,0.0,0.5,0.17,,5.5,1.0,6.5,0.3
Vlade Divac,23,4,143,4.8,0.41100000000000003,0.047,0.233,4.9,14.2,9.3,18.2,1.8,1.4,27.5,20.9,,-0.5,0.1,-0.4,-0.14800000000000002,,-5.9,-0.6,-6.5,-0.2
Terry Teagle,31,4,126,15.1,0.5489999999999999,0.0,0.364,2.8,10.1,6.3,13.6,2.1,1.1,11.1,26.1,,0.0,0.1,0.1,0.038,,-0.2,0.1,-0.1,0.1
Elden Campbell,23,4,117,11.9,0.445,0.0,0.486,8.9,17.4,13.0,9.1,1.3,3.5,8.2,19.1,,0.0,0.1,0.0,0.012,,-1.4,0.0,-1.4,0.0
Chucky Brown,23,3,44,13.5,0.439,0.053,0.316,7.9,23.1,15.2,9.1,0.0,3.1,4.4,23.6,,0.0,0.0,0.0,-0.013999999999999999,,1.1,-0.9,0.2,0.0
Tony Smith,23,4,40,4.9,0.322,0.2,0.2,2.9,3.2,3.0,20.7,5.3,0.0,21.6,15.9,,-0.1,0.0,-0.1,-0.113,,-4.7,2.5,-2.2,0.0
Cliff Robinson,31,3,24,12.7,0.40700000000000003,0.0,0.8,9.7,21.2,15.2,7.5,6.6,2.9,12.9,29.6,,-0.1,0.1,0.0,-0.043,,-6.3,3.1,-3.2,0.0
Rory Sparrow,33,3,16,13.3,0.434,0.0,1.0,7.2,0.0,3.8,40.5,3.3,0.0,0.0,16.5,,0.0,0.0,0.0,0.11599999999999999,,-1.2,2.7,1.5,0.0
Jack Haley,28,2,12,-0.8,0.25,0.0,0.0,9.7,0.0,5.1,14.0,0.0,0.0,0.0,15.3,,0.0,0.0,0.0,-0.126,,-8.3,-3.1,-11.4,0.0
