PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Grant Long,25,3,120,9.5,0.45799999999999996,0.111,0.278,6.9,8.4,7.7,10.7,2.2,0.0,11.0,16.9,,0.0,-0.1,-0.1,-0.05,,-1.8,-1.8,-3.6,-0.1
Glen Rice,24,3,119,8.1,0.425,0.188,0.109,3.0,7.4,5.1,7.7,0.9,0.0,8.2,27.5,,-0.2,-0.1,-0.4,-0.152,,-2.4,-5.0,-7.4,-0.2
Rony Seikaly,26,3,117,18.4,0.632,0.0,0.914,11.2,20.5,15.7,5.8,0.4,2.5,15.5,22.2,,0.2,-0.1,0.2,0.077,,1.0,-0.9,0.1,0.1
Steve Smith,22,3,100,20.7,0.655,0.324,0.17600000000000002,3.6,3.8,3.7,26.3,2.1,0.6,7.6,17.7,,0.3,-0.1,0.3,0.12300000000000001,,7.8,0.5,8.4,0.3
Brian Shaw,25,3,85,11.9,0.537,0.16699999999999998,0.267,2.8,16.3,9.4,24.1,1.2,0.0,17.3,21.3,,0.0,-0.1,-0.1,-0.031,,-1.8,-0.9,-2.7,0.0
Kevin Edwards,26,3,55,7.8,0.45399999999999996,0.0,0.615,2.2,13.8,7.8,19.3,1.9,0.0,23.2,17.5,,-0.1,0.0,-0.1,-0.11,,-3.2,-1.4,-4.5,0.0
Keith Askins,24,3,48,10.2,0.547,0.455,0.182,9.9,13.2,11.5,9.7,1.1,0.0,7.8,12.0,,0.1,0.0,0.0,0.02,,1.0,-0.7,0.3,0.0
Bimbo Coles,23,3,45,21.2,0.799,0.1,1.0,5.3,14.0,9.5,22.4,3.4,0.0,25.8,19.3,,0.1,0.0,0.1,0.129,,3.2,2.1,5.3,0.1
Alan Ogg,24,3,15,10.2,0.387,0.0,0.667,0.0,8.4,4.1,0.0,3.4,11.8,0.0,11.6,,0.0,0.0,0.0,-0.026000000000000002,,-5.4,5.5,0.1,0.0
Alec Kessler,25,2,12,-2.8,0.34700000000000003,0.0,1.0,0.0,10.5,5.1,0.0,0.0,0.0,25.8,14.5,,0.0,0.0,-0.1,-0.221,,-9.0,-4.0,-13.0,0.0
John Morton,24,1,2,17.3,1.136,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,42.0,,0.0,0.0,0.0,-0.024,,0.6,-4.9,-4.3,0.0
Jon Sundvold,30,1,2,-25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,,0.0,0.0,0.0,-0.591,,-28.9,-8.0,-37.0,0.0
