PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Patrick Ewing,29,12,482,19.9,0.502,0.004,0.305,8.3,25.6,16.8,11.7,0.8,4.6,7.8,28.5,,0.5,1.2,1.7,0.16699999999999998,,2.8,2.4,5.2,0.9
Xavier McDaniel,28,12,458,15.4,0.517,0.040999999999999995,0.249,11.3,11.6,11.5,10.1,1.1,0.3,11.0,25.0,,0.4,0.7,1.1,0.114,,1.7,-0.1,1.6,0.4
Mark Jackson,26,12,368,11.4,0.48100000000000004,0.228,0.293,3.9,5.0,4.5,38.7,1.5,0.0,22.4,17.0,,0.0,0.5,0.5,0.071,,0.6,-0.5,0.0,0.2
Charles Oakley,28,12,354,9.7,0.45799999999999996,0.0,0.466,15.0,22.3,18.6,3.5,1.3,1.0,17.7,11.2,,0.0,0.7,0.7,0.102,,-2.0,0.5,-1.5,0.0
Gerald Wilkins,28,12,344,8.0,0.449,0.11900000000000001,0.21100000000000002,4.2,6.5,5.3,17.2,0.8,0.2,11.2,18.2,,-0.1,0.5,0.4,0.055,,-2.5,0.3,-2.2,0.0
John Starks,26,12,295,13.8,0.49700000000000005,0.374,0.423,2.9,9.6,6.2,23.5,3.3,0.0,13.1,26.5,,0.1,0.6,0.7,0.12,,-0.1,2.6,2.4,0.3
Anthony Mason,25,12,288,10.3,0.542,0.0,0.6509999999999999,11.7,20.6,16.1,5.4,0.4,2.0,16.6,10.7,,0.2,0.5,0.8,0.13,,-1.4,1.5,0.1,0.1
Greg Anthony,24,12,213,13.8,0.52,0.261,0.7170000000000001,2.3,7.5,4.9,31.3,4.3,0.3,17.7,16.1,,0.2,0.5,0.6,0.142,,0.0,5.1,5.1,0.4
Kiki Vandeweghe,33,8,75,17.8,0.665,0.20800000000000002,0.292,4.8,4.9,4.9,10.1,1.5,1.0,3.6,17.5,,0.3,0.1,0.4,0.249,,4.4,3.0,7.4,0.2
James Donaldson,34,2,11,11.6,1.0,0.0,0.0,0.0,44.9,22.2,0.0,0.0,6.5,50.0,17.0,,0.0,0.0,0.0,-0.003,,-7.3,5.8,-1.5,0.0
Kennard Winchester,25,3,11,15.2,0.551,0.0,0.2,0.0,0.0,0.0,42.2,0.0,0.0,15.5,27.3,,0.0,0.0,0.0,0.032,,3.6,0.2,3.9,0.0
Tim McCormick,29,1,6,-6.4,0.0,0.0,0.0,0.0,61.7,30.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,-0.16399999999999998,,-13.9,-4.1,-18.0,0.0
