SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2014,11,HOU,Chandler Parsons,25,74,74,2783,8.3,17.7,0.47,2.3,6.3,0.37,6.0,11.4,0.53,2.9,4.0,0.74,1.2,6.1,7.3,5.3,1.6,0.5,2.6,3.0,22.0,,114,108
2014,11,HOU,James Harden,24,73,73,2777,9.9,21.6,0.46,3.2,8.7,0.37,6.7,13.0,0.52,10.3,11.9,0.87,1.1,5.1,6.2,8.0,2.1,0.5,4.8,3.2,33.2,,120,107
2014,11,HOU,Dwight Howard,28,71,71,2396,9.8,16.6,0.59,0.0,0.1,0.29,9.8,16.5,0.59,7.3,13.3,0.55,4.8,13.2,18.0,2.7,1.2,2.7,4.8,5.0,27.0,,109,101
2014,11,HOU,Terrence Jones,22,76,71,2078,9.3,17.1,0.54,0.7,2.4,0.31,8.5,14.7,0.58,2.8,4.7,0.6,3.9,8.8,12.7,2.1,1.3,2.4,1.7,3.3,22.1,,119,105
2014,11,HOU,Jeremy Lin,25,71,33,2054,7.2,16.1,0.45,2.0,5.6,0.36,5.2,10.5,0.49,5.3,6.4,0.82,0.8,3.7,4.5,7.1,1.6,0.7,4.3,4.0,21.6,,109,109
2014,11,HOU,Patrick Beverley,25,56,55,1751,5.7,13.7,0.41,2.6,7.3,0.36,3.0,6.4,0.47,2.4,2.9,0.81,2.0,3.5,5.6,4.3,2.2,0.7,1.9,5.0,16.3,,115,108
2014,11,HOU,Omri Casspi,25,71,2,1283,6.7,15.9,0.42,2.4,6.8,0.35,4.4,9.1,0.48,3.2,4.7,0.68,2.1,8.0,10.1,3.4,1.7,0.5,2.8,3.9,19.0,,105,106
2014,11,HOU,Francisco Garcia,32,55,4,1083,5.4,13.5,0.4,3.2,8.9,0.36,2.3,4.6,0.48,0.5,0.9,0.53,1.0,4.6,5.6,2.9,1.2,1.5,1.4,5.5,14.5,,108,108
2014,11,HOU,Omer Asik,27,48,19,968,5.2,9.8,0.53,0.0,0.0,,5.2,9.8,0.53,4.0,6.5,0.62,5.2,14.3,19.5,1.3,0.7,1.9,3.0,4.7,14.4,,109,103
2014,11,HOU,Donatas Motiejunas,23,62,3,952,6.9,15.5,0.44,1.1,4.4,0.25,5.8,11.1,0.52,3.0,5.0,0.6,3.1,8.6,11.8,1.8,1.0,1.1,2.6,6.9,17.9,,101,106
2014,11,HOU,Aaron Brooks,29,43,0,716,7.2,18.3,0.4,3.8,9.2,0.41,3.5,9.1,0.38,2.6,3.1,0.84,1.6,2.7,4.3,5.8,1.7,0.4,3.6,5.3,20.8,,106,110
2014,11,HOU,Jordan Hamilton,23,21,1,349,6.9,17.4,0.39,3.6,9.9,0.36,3.3,7.6,0.43,2.4,2.9,0.85,1.3,7.4,8.7,2.6,1.9,1.0,2.7,5.1,19.7,,103,106
2014,11,HOU,Isaiah Canaan,22,22,0,252,6.1,17.2,0.36,3.6,10.9,0.33,2.6,6.3,0.41,4.2,5.7,0.72,1.4,3.4,4.7,4.4,1.6,0.8,4.2,4.9,20.0,,97,109
2014,11,HOU,Ronnie Brewer,28,23,3,158,0.9,4.7,0.2,0.3,2.5,0.12,0.6,2.2,0.29,0.0,0.6,0.0,0.6,3.8,4.4,3.2,1.9,0.3,0.6,1.3,2.2,,77,109
2014,11,HOU,Greg Smith,23,11,0,100,9.0,14.0,0.64,0.0,0.0,,9.0,14.0,0.64,1.0,2.5,0.4,5.5,8.0,13.5,0.0,0.5,1.0,2.5,8.5,18.9,,116,108
2014,11,HOU,Troy Daniels,22,5,1,75,10.0,20.6,0.48,8.0,16.6,0.48,2.0,4.0,0.5,0.0,0.0,,0.0,2.7,2.7,3.3,0.0,0.0,2.0,4.0,27.9,,126,114
2014,11,HOU,Robert Covington,23,7,0,34,8.8,20.5,0.43,5.9,16.1,0.36,2.9,4.4,0.67,0.0,0.0,,2.9,4.4,7.3,0.0,2.9,0.0,1.5,4.4,23.5,,112,106
2014,11,HOU,Josh Powell,31,1,0,19,5.2,15.7,0.33,0.0,0.0,,5.2,15.7,0.33,0.0,0.0,,0.0,13.1,13.1,0.0,0.0,2.6,2.6,2.6,10.5,,60,104
