Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1988,23,115,PHI,Philadelphia 76Ers,Vincent Askew,"February 28, 1966",21.0,NBA,SG,14.0,2.0,234.0,4.7,15.8,0.3,0.0,0.0,,4.7,15.8,0.3,1.7,2.3,0.73,1.3,3.4,4.7,7.0,2.1,1.3,2.6,2.6,11.1,83.0,111.0
1991,10,115,GSW,Golden State Warriors,Vincent Askew,"February 28, 1966",24.0,NBA,SG,7.0,0.0,85.0,6.5,13.6,0.48,0.0,0.0,,6.5,13.6,0.48,4.9,6.0,0.82,3.8,2.2,6.0,7.1,1.1,0.0,3.3,11.4,18.0,115.0,115.0
1992,10,115,GSW,Golden State Warriors,Vincent Askew,"February 28, 1966",25.0,NBA,SG,80.0,10.0,1496.0,6.0,11.8,0.51,0.0,0.3,0.1,6.0,11.4,0.52,3.4,5.0,0.69,2.8,4.5,7.2,5.8,1.5,0.7,2.6,4.0,15.5,114.0,112.0
1993,31,115,TOT,Total After Trade,Vincent Askew,"February 28, 1966",26.0,NBA,SG,73.0,4.0,1129.0,6.7,13.6,0.49,0.1,0.3,0.33,6.6,13.4,0.5,4.6,6.6,0.7,2.7,4.4,7.1,5.4,1.8,0.8,3.0,6.0,18.1,112.0,108.0
1993,26,115,SAC,Sacramento Kings,Vincent Askew,"February 28, 1966",26.0,NBA,SG,9.0,0.0,76.0,5.0,10.7,0.47,0.0,0.0,,5.0,10.7,0.47,6.9,9.4,0.73,4.4,2.5,6.9,3.1,1.3,0.6,5.0,6.9,16.9,101.0,113.0
1993,21,115,SEA,Seattle Supersonics,Vincent Askew,"February 28, 1966",26.0,NBA,SG,64.0,4.0,1053.0,6.8,13.9,0.49,0.1,0.3,0.33,6.7,13.6,0.5,4.5,6.4,0.7,2.6,4.5,7.1,5.6,1.8,0.9,2.9,5.9,18.2,113.0,107.0
1994,21,115,SEA,Seattle Supersonics,Vincent Askew,"February 28, 1966",27.0,NBA,SG,80.0,3.0,1690.0,8.2,16.9,0.48,0.2,0.9,0.19,8.0,16.0,0.5,5.2,6.3,0.83,1.8,3.7,5.5,5.8,2.2,0.6,2.1,4.3,21.7,118.0,105.0
1995,21,115,SEA,Seattle Supersonics,Vincent Askew,"February 28, 1966",28.0,NBA,SG,71.0,1.0,1721.0,7.2,14.7,0.49,0.9,2.7,0.33,6.3,12.0,0.53,5.1,7.0,0.74,1.9,3.4,5.3,5.1,1.4,0.4,2.5,5.6,20.5,118.0,111.0
1996,21,115,SEA,Seattle Supersonics,Vincent Askew,"February 28, 1966",29.0,NBA,SG,69.0,2.0,1725.0,6.4,12.9,0.49,0.9,2.6,0.34,5.5,10.4,0.53,3.6,4.8,0.76,1.9,4.5,6.5,4.8,1.4,0.4,2.8,5.3,17.3,112.0,106.0
1997,31,115,TOT,Total After Trade,Vincent Askew,"February 28, 1966",30.0,NBA,SG,43.0,0.0,838.0,5.2,12.0,0.44,0.5,1.5,0.29,4.8,10.4,0.46,4.5,5.7,0.8,1.6,4.7,6.3,5.8,1.1,0.4,3.0,7.9,15.4,107.0,108.0
1997,3,115,NJN,New Jersey Nets,Vincent Askew,"February 28, 1966",30.0,NBA,SG,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,,119.0
1997,12,115,IND,Indiana Pacers,Vincent Askew,"February 28, 1966",30.0,NBA,SG,41.0,0.0,822.0,5.2,12.0,0.43,0.5,1.6,0.29,4.7,10.4,0.45,4.5,5.6,0.79,1.6,4.8,6.4,5.9,1.1,0.4,2.8,8.0,15.3,109.0,108.0
1997,8,115,DEN,Denver Nuggets,Vincent Askew,"February 28, 1966",30.0,NBA,SG,1.0,0.0,9.0,11.5,17.3,0.67,0.0,0.0,,11.5,17.3,0.67,11.5,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,34.6,66.0,120.0
1998,25,115,POR,Portland Trail Blazers,Vincent Askew,"February 28, 1966",31.0,NBA,SG,30.0,5.0,443.0,2.3,6.5,0.35,0.0,0.2,0.0,2.3,6.3,0.36,3.4,4.7,0.72,2.5,5.7,8.2,4.6,2.3,0.6,4.2,4.7,7.9,85.0,102.0
