SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,11,HOU,Hakeem Olajuwon,32,22,22,929,306,576,0.53,2,4,0.5,304,572,0.53,0.53,111,163,0.68,44,183,227,98,26,62,69,95,725
1995,11,HOU,Clyde Drexler,32,22,22,849,155,322,0.48,30,99,0.3,125,223,0.56,0.53,110,140,0.79,45,109,154,111,33,15,45,68,450
1995,11,HOU,Robert Horry,24,22,22,841,93,209,0.44,44,110,0.4,49,99,0.5,0.55,58,78,0.74,40,115,155,76,32,26,25,69,288
1995,11,HOU,Kenny Smith,29,22,22,652,78,178,0.44,46,104,0.44,32,74,0.43,0.57,36,40,0.9,7,42,49,99,14,3,31,46,238
1995,11,HOU,Mario Elie,31,22,6,635,69,137,0.5,28,65,0.43,41,72,0.57,0.61,35,44,0.8,19,43,62,54,21,1,21,55,201
1995,11,HOU,Sam Cassell,25,22,0,485,74,169,0.44,24,60,0.4,50,109,0.46,0.51,71,85,0.84,8,34,42,89,21,2,33,66,243
1995,11,HOU,Chucky Brown,26,21,1,326,34,76,0.45,1,2,0.5,33,74,0.45,0.45,25,37,0.68,20,45,65,7,9,2,12,46,94
1995,11,HOU,Pete Chilcutt,26,20,15,323,31,64,0.48,14,36,0.39,17,28,0.61,0.59,14,17,0.82,15,43,58,18,7,4,11,39,90
1995,11,HOU,Charles Jones,37,19,0,237,5,13,0.38,0,1,0.0,5,12,0.42,0.38,4,12,0.33,12,32,44,0,4,10,5,55,14
1995,11,HOU,Aan Tabak,24,8,0,31,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1.0,1,0,1,1,1,3,2,5,6
1995,11,HOU,Vernon Maxwell,29,1,0,16,1,7,0.14,0,2,0.0,1,5,0.2,0.14,1,1,1.0,0,3,3,1,0,0,1,1,3
1995,11,HOU,Carl Herrera,28,1,0,6,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,1,0,0,0,0,2
