Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
1999,TOR,Vince Carter,1,113.0,118,0.958,ROY
1999,SAC,Jason Williams,2,3.0,118,0.025,ROY
1999,BOS,Paul Pierce,3,2.0,118,0.017,ROY
