Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2500,Carlos Rogers,"February 6, 1971",319.0,6030.0,15.1,0.57,0.07,0.43,8.63,13.57,11.14,8.21,1.19,2.08,11.79,16.13,7.5,4.0,11.5,0.11,-0.07,-0.57,-0.63,0.14
