Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,11,HOU,Houston Rockets,Hakeem Olajuwon,26,4,4,162,9.3,18.0,0.52,0.0,0.0,,9.3,18.0,0.52,3.8,5.6,0.68,3.1,8.4,11.6,2.7,2.2,2.4,2.2,3.8,22.4
1989,11,HOU,Houston Rockets,Sleepy Floyd,28,4,4,160,5.0,10.4,0.48,1.8,3.4,0.53,3.2,7.0,0.45,2.3,3.2,0.71,0.7,3.4,4.1,5.9,1.8,0.2,2.3,2.3,14.0
1989,11,HOU,Houston Rockets,Otis Thorpe,26,4,4,152,5.7,8.8,0.65,0.0,0.0,,5.7,8.8,0.65,3.8,5.0,0.76,1.4,3.3,4.7,2.8,1.2,0.2,3.6,4.0,15.2
1989,11,HOU,Houston Rockets,Mike Woodson,30,4,4,137,4.5,12.9,0.35,0.8,2.4,0.33,3.7,10.5,0.35,2.6,3.2,0.83,1.1,1.3,2.4,4.7,1.1,0.5,2.4,1.8,12.4
1989,11,HOU,Houston Rockets,Buck Johnson,25,4,4,118,5.8,12.2,0.48,0.0,0.3,0.0,5.8,11.9,0.49,2.4,4.3,0.57,2.1,2.4,4.6,4.0,0.9,0.6,1.8,4.6,14.0
1989,11,HOU,Houston Rockets,Walter Berry,24,4,0,57,8.2,16.4,0.5,0.0,0.0,,8.2,16.4,0.5,4.4,5.1,0.88,1.9,3.8,5.7,3.2,1.3,0.6,3.8,5.1,20.8
1989,11,HOU,Houston Rockets,Tim McCormick,26,4,0,53,4.8,8.8,0.54,0.0,0.7,0.0,4.8,8.2,0.58,5.4,6.1,0.89,1.4,7.5,8.8,0.0,2.0,1.4,0.0,6.1,14.9
1989,11,HOU,Houston Rockets,Derrick Chievous,21,4,0,40,4.5,15.3,0.29,0.0,0.0,,4.5,15.3,0.29,7.2,9.0,0.8,4.5,0.9,5.4,1.8,0.9,0.9,2.7,6.3,16.2
1989,11,HOU,Houston Rockets,Purvis Short,31,4,0,37,7.8,20.4,0.38,0.0,1.9,0.0,7.8,18.5,0.42,2.9,4.9,0.6,5.8,2.9,8.8,1.0,0.0,0.0,1.0,6.8,18.5
1989,11,HOU,Houston Rockets,Frank Johnson,30,4,0,36,2.0,6.0,0.33,0.0,1.0,0.0,2.0,5.0,0.4,6.0,10.0,0.6,1.0,4.0,5.0,7.0,1.0,0.0,4.0,3.0,10.0
1989,11,HOU,Houston Rockets,Allen Leavell,31,2,0,5,7.2,21.6,0.33,0.0,0.0,,7.2,21.6,0.33,14.4,14.4,1.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,28.8
1989,11,HOU,Houston Rockets,Chuck Nevitt,29,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
