SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,20,NYK,Patrick Ewing,26,9,9,340,7.4,15.2,0.49,0.0,0.0,,7.4,15.2,0.49,4.1,5.5,0.75,2.4,7.1,9.5,2.1,1.0,1.9,1.6,3.7,19.0
1989,20,NYK,Mark Jackson,23,9,9,336,5.5,10.7,0.51,1.2,3.0,0.39,4.3,7.7,0.56,2.0,3.0,0.68,0.7,2.6,3.3,9.7,1.1,0.3,3.0,1.0,14.1
1989,20,NYK,Charles Oakley,25,9,9,299,4.2,8.8,0.48,0.1,0.2,0.5,4.1,8.5,0.48,1.9,2.9,0.67,5.2,7.0,12.2,1.3,1.4,0.1,2.6,3.7,10.5
1989,20,NYK,Gerald Wilkins,25,9,9,290,7.8,16.3,0.48,0.1,1.2,0.1,7.7,15.0,0.51,2.2,2.9,0.78,1.1,3.0,4.1,5.2,1.5,0.4,2.7,3.4,18.0
1989,20,NYK,Johnny Newman,25,9,9,258,7.0,14.9,0.47,1.0,3.9,0.25,6.0,11.0,0.54,5.3,6.8,0.78,1.8,1.7,3.5,2.4,1.1,0.1,2.5,3.8,20.2
1989,20,NYK,Trent Tucker,29,9,0,159,6.1,13.1,0.47,3.4,7.2,0.47,2.7,5.9,0.46,0.5,0.9,0.5,2.0,2.3,4.3,3.2,2.3,0.5,1.4,4.5,16.1
1989,20,NYK,Kiki Vandeweghe,30,9,0,159,5.7,11.1,0.51,0.7,1.8,0.38,5.0,9.3,0.54,4.5,4.8,0.95,0.5,2.0,2.5,1.6,0.7,0.5,1.1,2.3,16.5
1989,20,NYK,Sidney Green,28,9,0,128,3.7,8.4,0.43,0.0,0.0,,3.7,8.4,0.43,2.8,3.9,0.71,3.9,6.2,10.1,1.4,0.6,0.3,2.0,6.5,10.1
1989,20,NYK,Rod Strickland,22,9,0,111,7.1,15.9,0.45,0.3,0.3,1.0,6.8,15.6,0.44,2.9,5.5,0.53,1.9,2.3,4.2,8.1,1.3,0.3,4.2,6.8,17.5
1989,20,NYK,Kenny Walker,24,9,0,90,1.2,5.2,0.23,0.0,0.0,,1.2,5.2,0.23,5.6,7.6,0.74,2.0,4.4,6.4,0.8,0.4,1.2,1.6,8.8,8.0
1989,20,NYK,Eddie Lee Wilkins,26,7,0,26,6.9,15.2,0.46,0.0,0.0,,6.9,15.2,0.46,6.9,13.8,0.5,6.9,8.3,15.2,0.0,0.0,0.0,5.5,4.2,20.8
1989,20,NYK,Pete Myers,25,4,0,14,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.3,15.4,0.67,2.6,5.1,7.7,2.6,0.0,2.6,0.0,5.1,10.3
