Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,30,2633,WAS,Washington Wizards,21.0,NBA,SF,30.0,3.0,343.0,4.5,10.0,0.45,0.4,1.5,0.29,4.1,8.5,0.48,2.3,3.1,0.73,2.6,2.8,5.5,1.8,1.4,0.5,1.5,3.3,11.8
2003,30,2633,WAS,Washington Wizards,22.0,NBA,SG,36.0,2.0,378.0,4.2,10.7,0.39,0.0,0.5,0.0,4.2,10.2,0.41,3.0,3.3,0.91,3.1,4.2,7.3,1.9,1.0,0.3,0.8,4.9,11.4
2004,13,2633,LAC,Los Angeles Clippers,23.0,NBA,SF,56.0,8.0,1376.0,3.8,9.8,0.39,0.1,0.3,0.17,3.8,9.4,0.4,3.7,4.4,0.83,3.0,3.8,6.9,2.5,1.3,0.4,1.9,4.4,11.4
2005,13,2633,LAC,Los Angeles Clippers,24.0,NBA,SF,75.0,74.0,2799.0,6.1,13.1,0.47,0.6,1.5,0.44,5.5,11.6,0.47,3.0,3.5,0.85,1.6,4.1,5.7,2.6,1.4,0.2,1.7,2.9,15.8
2006,17,2633,MIL,Milwaukee Bucks,25.0,NBA,SF,75.0,74.0,2538.0,5.2,11.5,0.45,1.5,3.5,0.42,3.7,7.9,0.47,2.3,2.8,0.82,1.3,3.4,4.7,2.4,1.2,0.3,1.7,3.6,14.2
2008,17,2633,MIL,Milwaukee Bucks,27.0,NBA,SF,70.0,21.0,1521.0,4.9,11.7,0.42,1.4,4.0,0.35,3.5,7.7,0.46,1.3,1.7,0.76,1.6,3.8,5.3,1.9,1.2,0.1,1.8,3.3,12.6
2009,3,2633,NJN,New Jersey Nets,28.0,NBA,SF,71.0,44.0,1729.0,4.1,9.2,0.45,2.4,5.5,0.45,1.7,3.7,0.45,0.9,1.2,0.74,1.5,4.3,5.8,1.9,1.0,0.2,1.3,3.9,11.6
2010,3,2633,NJN,New Jersey Nets,29.0,NBA,PF,23.0,2.0,395.0,3.8,10.7,0.36,1.8,5.7,0.32,2.0,4.9,0.41,1.6,1.8,0.9,1.0,4.7,5.7,1.4,1.4,0.3,1.7,4.7,11.1
2011,27,2633,SAS,San Antonio Spurs,30.0,NBA,SF,2.0,0.0,16.0,0.0,6.8,0.0,0.0,6.8,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0
2012,13,2633,LAC,Los Angeles Clippers,31.0,NBA,SF,28.0,0.0,418.0,2.4,7.8,0.31,1.7,5.2,0.33,0.7,2.6,0.27,0.3,0.6,0.57,1.5,3.3,4.7,0.9,1.3,0.3,0.9,3.5,6.9
