NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Kenny Battle,SG,6-6,210,1964-10-10,US,1,"Northern Illinois, Illinois"
2,Joe Barry Carroll,C,7-0,225,1958-07-24,US,9,Purdue
23,Cedric Ceballos,SF,6-6,190,1969-08-02,US,R,Cal State Fullerton
24,Tom Chambers,PF,6-10,220,1959-06-21,US,9,Utah
14,Jeff Hornacek,SG,6-3,190,1963-05-03,US,4,Iowa State
8,Eddie Johnson,SG,6-7,215,1959-05-01,US,9,Illinois
7,Kevin Johnson,PG,6-1,180,1966-03-04,US,3,California
32,Negele Knight,PG,6-1,175,1967-03-06,US,R,Dayton
28,Andrew Lang,C,6-11,245,1966-06-28,US,2,Arkansas
51,Ian Lockhart,SF,6-8,240,1967-06-25,BS,R,Tennessee
9,Dan Majerle,SF,6-6,215,1965-09-09,US,2,Central Michigan University
35,Xavier McDaniel,SF,6-7,205,1963-06-04,US,5,Wichita State
45,Ed Nealy,PF,6-7,238,1960-02-19,US,7,Kansas State
34,Tim Perry,C,6-9,200,1965-06-04,US,2,Temple
31,Kurt Rambis,PF,6-8,213,1958-02-25,US,9,Santa Clara
41,Mark West,C,6-10,230,1960-11-05,US,7,Old Dominion
