SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1991,2,BOS,33,Larry Bird,SF,6-9,220,1956-12-07,US,11,Indiana State University
1991,2,BOS,7,Dee Brown,PG,6-1,160,1968-11-29,US,R,Jacksonville University
1991,2,BOS,34,Kevin Gamble,SF,6-5,210,1965-11-13,US,3,Iowa
1991,2,BOS,53,Joe Kleine,C,6-11,255,1962-01-04,US,5,"Notre Dame, Arkansas"
1991,2,BOS,35,Reggie Lewis,SG,6-7,195,1965-11-21,US,3,Northeastern University
1991,2,BOS,32,Kevin McHale,PF,6-10,210,1957-12-19,US,10,Minnesota
1991,2,BOS,0,Robert Parish,C,7-1,230,1953-08-30,US,14,Centenary (LA)
1991,2,BOS,54,Ed Pinckney,PF,6-9,195,1963-03-27,US,5,Villanova
1991,2,BOS,42,Dave Popson,PF,6-10,220,1964-05-17,US,1,UNC
1991,2,BOS,20,Brian Shaw,PG,6-6,190,1966-03-22,US,1,"Saint Mary's, UC Santa Barbara"
1991,2,BOS,13,Charles Smith,PG,6-1,160,1967-11-29,US,1,Georgetown
1991,2,BOS,43,Derek Smith,SF,6-6,205,1961-11-01,US,8,Louisville
1991,2,BOS,11,Michael Smith,PF,6-10,225,1965-05-19,US,1,BYU
1991,2,BOS,52,Stojko Vrankovic,C,7-2,260,1964-01-22,HR,R,
1991,2,BOS,12,A.J. Wynder,PG,6-2,180,1964-09-11,US,R,"UMass, Fairfield"
