NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
45,Randy Breuer,C,7-3,230,1960-10-11,US,7,Minnesota
1,Scott Brooks,PG,5-11,165,1965-07-31,US,2,"TCU, University of California, Irvine"
19,Tony Campbell,SG,6-7,215,1962-05-07,US,6,Ohio State
33,Richard Coffey,SF,6-6,212,1965-09-02,US,R,Minnesota
23,Tyrone Corbin,SF,6-6,210,1962-12-31,US,5,DePaul
22,Gerald Glass,SF,6-5,221,1967-11-12,US,R,"Delta State University, Ole Miss"
52,Dan Godfread,C,6-10,250,1967-06-14,US,R,University of Evansville
42,Sam Mitchell,PF,6-6,210,1963-09-02,US,1,Mercer University
4,Tod Murphy,PF,6-9,220,1963-12-24,US,2,"University of California, Irvine"
24,Pooh Richardson,PG,6-1,180,1966-05-14,US,1,UCLA
50,Felton Spencer,C,7-0,265,1968-01-15,US,R,Louisville
20,Jim Thomas,SG,6-3,190,1960-10-19,US,3,Indiana
25,Bob Thornton,PF,6-10,225,1962-07-10,US,5,"University of California, Irvine"
5,Doug West,SG,6-6,200,1967-05-27,US,1,Villanova
