Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",22.0,NBA,PG,14,14,356,3.7,8.6,0.44,0.0,0.0,,3.7,8.6,0.44,2.3,3.3,0.71,1.8,5.7,7.5,15.5,1.9,1.4,3.6,5.8,9.8,,110,111
1988,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",23.0,NBA,PG,5,5,127,4.6,13.3,0.34,0.0,0.4,0.0,4.6,12.9,0.35,3.4,5.3,0.64,2.3,5.7,8.0,12.5,0.8,1.1,3.0,4.2,12.5,,103,117
1989,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",24.0,NBA,PG,8,7,200,4.8,10.1,0.48,0.0,0.5,0.0,4.8,9.6,0.5,4.0,6.3,0.64,2.3,4.0,6.3,15.9,2.5,1.3,4.8,5.3,13.6,,109,112
1991,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",26.0,NBA,SG,5,0,95,3.2,12.2,0.26,0.0,1.1,0.0,3.2,11.1,0.29,1.1,2.1,0.5,3.2,6.3,9.5,11.6,3.2,0.5,1.6,7.9,7.4,,96,108
1992,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",27.0,NBA,PG,9,2,246,7.3,17.4,0.42,1.3,5.4,0.23,6.1,11.9,0.51,2.1,2.9,0.71,2.9,4.0,6.9,13.2,3.4,0.6,4.6,7.3,18.0,,108,114
1993,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",28.0,NBA,PG,19,2,415,4.5,13.3,0.34,0.6,3.1,0.21,3.9,10.2,0.38,2.1,3.9,0.53,2.7,5.9,8.6,13.3,5.2,1.4,3.2,7.0,11.7,,101,103
1994,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",29.0,NBA,PG,5,0,109,4.0,12.4,0.32,2.0,5.5,0.36,2.0,7.0,0.29,0.5,2.0,0.25,3.0,5.0,8.0,5.0,3.0,0.5,2.5,9.0,10.5,,88,101
1995,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",30.0,NBA,PG,4,4,113,3.9,11.2,0.35,0.5,3.9,0.12,3.4,7.3,0.47,1.0,1.0,1.0,3.4,5.4,8.8,14.1,4.9,1.0,3.4,6.3,9.2,,108,102
1996,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",31.0,NBA,PG,19,0,385,4.0,9.8,0.41,2.7,5.7,0.48,1.3,4.1,0.31,1.3,2.0,0.64,1.8,8.1,9.9,7.3,3.3,0.7,2.8,4.8,11.9,,112,100
1997,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",32.0,NBA,PG,3,0,41,0.0,2.6,0.0,0.0,2.6,0.0,0.0,0.0,,0.0,0.0,,1.3,5.1,6.4,3.9,1.3,0.0,2.6,14.1,0.0,,50,112
1998,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",33.0,NBA,SG,7,0,99,3.4,10.2,0.33,1.1,6.8,0.17,2.3,3.4,0.67,1.1,1.1,1.0,1.1,7.9,9.1,8.5,1.7,1.1,1.1,9.6,9.1,,113,113
