Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,12,832,IND,Indiana Pacers,24.0,NBA,C,82.0,,2314.0,8.2,16.1,0.51,0.0,0.0,0.0,8.2,16.0,0.51,3.6,5.3,0.68,2.8,6.2,9.0,2.0,0.9,1.6,2.0,5.0,20.0
1981,12,832,IND,Indiana Pacers,25.0,NBA,C,81.0,,2375.0,7.7,15.2,0.51,0.0,0.0,0.0,7.7,15.2,0.51,3.7,5.3,0.7,2.9,5.8,8.7,3.2,0.5,1.9,2.5,4.6,19.2
1982,6,832,CLE,Cleveland Cavaliers,26.0,NBA,C,77.0,75.0,2539.0,7.5,14.6,0.51,0.0,0.1,0.0,7.5,14.6,0.51,3.3,4.8,0.68,2.7,5.6,8.2,1.7,0.3,1.7,2.3,4.9,18.3
1983,31,832,TOT,Total After Trade,27.0,NBA,C,31.0,9.0,667.0,6.9,14.2,0.49,0.0,0.0,,6.9,14.2,0.49,3.7,5.8,0.64,3.0,5.3,8.4,2.2,0.6,1.0,2.6,5.9,17.5
1983,6,832,CLE,Cleveland Cavaliers,27.0,NBA,C,15.0,8.0,382.0,6.9,14.1,0.49,0.0,0.0,,6.9,14.1,0.49,3.6,5.7,0.62,3.5,5.6,9.0,1.2,0.7,1.3,2.8,5.7,17.3
1983,24,832,PHO,Phoenix Suns,27.0,NBA,C,16.0,1.0,285.0,6.9,14.3,0.49,0.0,0.0,,6.9,14.3,0.49,3.9,5.9,0.66,2.4,5.1,7.5,3.4,0.6,0.6,2.4,6.2,17.8
1984,24,832,PHO,Phoenix Suns,28.0,NBA,C,72.0,67.0,1897.0,8.3,15.5,0.54,0.0,0.0,0.0,8.3,15.5,0.54,3.5,4.8,0.72,2.0,4.6,6.6,3.5,0.4,0.6,2.7,4.8,20.1
1985,24,832,PHO,Phoenix Suns,29.0,NBA,C,70.0,58.0,1787.0,7.7,15.4,0.5,0.0,0.1,0.0,7.7,15.4,0.5,5.6,7.5,0.75,1.9,5.9,7.8,3.1,0.5,1.0,3.3,4.8,21.0
1986,24,832,PHO,Phoenix Suns,30.0,NBA,C,52.0,51.0,1314.0,8.7,16.1,0.54,0.0,0.0,,8.7,16.1,0.54,5.8,8.3,0.7,2.2,6.1,8.2,2.0,0.6,0.8,3.5,5.5,23.2
1987,24,832,PHO,Phoenix Suns,31.0,NBA,C,14.0,9.0,304.0,6.8,13.0,0.52,0.0,0.0,,6.8,13.0,0.52,6.4,8.3,0.77,2.4,4.7,7.1,2.3,0.7,0.8,1.8,5.0,19.9
1988,31,832,TOT,Total After Trade,32.0,NBA,C,69.0,44.0,1705.0,6.4,13.6,0.47,0.0,0.0,0.0,6.4,13.6,0.47,4.4,6.8,0.65,2.5,6.2,8.7,1.6,0.3,0.8,2.7,4.6,17.2
1988,24,832,PHO,Phoenix Suns,32.0,NBA,C,43.0,42.0,1377.0,6.6,14.2,0.47,0.0,0.0,0.0,6.6,14.1,0.47,4.3,6.8,0.64,2.5,6.2,8.8,1.9,0.4,0.8,2.8,4.2,17.6
1988,9,832,DET,Detroit Pistons,32.0,NBA,C,26.0,2.0,328.0,5.3,11.1,0.48,0.0,0.0,,5.3,11.1,0.48,4.9,6.7,0.74,2.4,6.0,8.5,0.5,0.2,0.5,2.4,6.3,15.5
1989,9,832,DET,Detroit Pistons,33.0,NBA,C,76.0,1.0,1254.0,6.1,12.1,0.5,0.0,0.1,0.0,6.1,12.1,0.5,3.8,5.6,0.69,2.0,4.7,6.6,1.4,0.3,0.9,2.1,6.5,15.9
1990,9,832,DET,Detroit Pistons,34.0,NBA,C,82.0,70.0,2283.0,7.3,14.6,0.5,0.0,0.0,0.0,7.3,14.6,0.5,4.2,5.6,0.75,1.8,3.7,5.4,1.0,0.4,0.6,2.1,4.7,18.7
1991,9,832,DET,Detroit Pistons,35.0,NBA,C,72.0,70.0,1903.0,7.2,15.0,0.48,0.0,0.0,0.5,7.2,14.9,0.48,4.1,5.6,0.73,1.7,3.5,5.2,1.2,0.2,0.6,2.4,4.7,18.6
1992,13,832,LAC,Los Angeles Clippers,36.0,NBA,C,72.0,11.0,1437.0,6.3,13.5,0.46,0.0,0.0,0.0,6.3,13.5,0.47,5.0,6.8,0.73,1.4,3.7,5.1,1.3,0.6,0.8,1.8,5.9,17.5
1993,14,832,LAL,Los Angeles Lakers,37.0,NBA,C,52.0,0.0,617.0,7.1,15.8,0.45,0.0,0.0,,7.1,15.8,0.45,4.9,6.9,0.71,1.8,4.1,5.8,2.4,0.6,0.4,3.0,7.1,19.1
1994,14,832,LAL,Los Angeles Lakers,38.0,NBA,C,45.0,2.0,469.0,6.0,12.9,0.46,0.0,0.0,,6.0,12.9,0.46,4.1,6.1,0.68,0.8,4.1,5.0,1.7,0.3,0.2,2.3,6.9,16.1
1995,25,832,POR,Portland Trail Blazers,39.0,NBA,C,28.0,0.0,266.0,4.3,11.2,0.39,0.0,0.0,,4.3,11.2,0.39,1.5,2.3,0.65,1.4,4.5,5.8,1.1,0.7,1.1,1.9,6.0,10.2
1996,5,832,CHI,Chicago Bulls,40.0,NBA,C,28.0,0.0,274.0,5.4,14.5,0.37,0.0,0.0,,5.4,14.5,0.37,2.1,3.4,0.62,2.0,3.3,5.3,1.4,0.1,1.1,2.8,8.0,12.9
