PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kemba Walker,27,80,2736,20.6,0.5720000000000001,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,,6.5,2.0,8.6,0.15,,4.7,-0.7,4.0,4.2
Dwight Howard,32,81,2463,20.5,0.5770000000000001,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,,2.9,3.9,6.8,0.132,,-0.3,0.1,-0.1,1.2
Marvin Williams,31,78,2006,13.9,0.603,0.542,0.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,,3.1,1.9,5.0,0.11900000000000001,,0.6,0.3,1.0,1.5
Nicolas Batum,29,64,1981,14.4,0.523,0.42200000000000004,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,,1.7,1.8,3.5,0.084,,0.5,-0.1,0.4,1.2
Jeremy Lamb,25,80,1967,17.0,0.5589999999999999,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,,3.0,1.9,4.9,0.12,,1.3,0.2,1.6,1.8
Michael Kidd-Gilchrist,24,74,1850,12.5,0.536,0.004,0.305,4.8,13.0,8.8,5.9,1.3,1.4,7.7,16.1,,1.7,1.6,3.3,0.084,,-2.1,0.0,-2.1,-0.1
Frank Kaminsky,24,79,1835,14.4,0.545,0.38299999999999995,0.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,,2.3,1.3,3.6,0.094,,0.6,-0.8,-0.2,0.8
Treveon Graham,24,63,1050,9.0,0.5529999999999999,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,,1.1,0.7,1.8,0.08,,-2.8,0.1,-2.7,-0.2
Malik Monk,19,63,854,10.3,0.47700000000000004,0.5720000000000001,0.08900000000000001,1.0,7.5,4.2,16.9,1.1,0.9,10.0,24.9,,-0.5,0.5,0.0,0.0,,-1.3,-2.0,-3.4,-0.3
Michael Carter-Williams,26,52,835,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,,-0.2,1.1,0.9,0.05,,-3.3,1.8,-1.5,0.1
Dwayne Bacon,22,53,713,5.8,0.431,0.22399999999999998,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,,-0.7,0.6,-0.1,-0.006999999999999999,,-4.8,0.1,-4.7,-0.5
Cody Zeller,25,33,627,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,,1.2,0.7,1.9,0.145,,-1.2,0.0,-1.2,0.1
Johnny O'Bryant,24,36,379,11.9,0.47,0.251,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,,-0.1,0.4,0.3,0.038,,-2.9,-1.5,-4.4,-0.2
Willy Hernangómez,23,22,262,25.0,0.612,0.084,0.747,15.8,32.4,24.0,7.1,1.9,2.9,7.5,19.7,,1.0,0.4,1.5,0.266,,2.7,0.1,2.8,0.3
Julyan Stone,29,23,175,7.6,0.684,1.0,0.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,,0.2,0.2,0.3,0.087,,-3.2,1.9,-1.3,0.0
Marcus Paige,24,5,28,9.1,0.40299999999999997,0.5710000000000001,0.14300000000000002,0.0,15.7,7.7,16.1,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,-0.006,,-5.6,-3.2,-8.8,0.0
Mangok Mathiang,25,4,20,18.0,0.5379999999999999,0.0,0.14300000000000002,16.0,38.5,27.1,0.0,2.4,0.0,0.0,16.1,,0.0,0.0,0.1,0.183,,-3.3,-1.3,-4.6,0.0
