Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2014,3,2319,BRK,Brooklyn Nets,23.0,NBA,C,70.0,1275.0,19.0,0.67,0.01,0.65,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,,3.0,1.7,4.7,0.18,,0.2,0.8,1.0,1.0
2015,3,2319,BRK,Brooklyn Nets,24.0,NBA,C,82.0,1743.0,18.0,0.57,0.01,0.65,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,,2.5,2.3,4.8,0.13,,-0.2,0.3,0.1,0.9
2016,25,2319,POR,Portland Trail Blazers,25.0,NBA,C,82.0,2084.0,17.2,0.56,0.01,0.65,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,,3.4,2.7,6.1,0.14,,0.0,1.6,1.5,1.9
2017,31,2319,TOT,Total After Trade,26.0,NBA,C,81.0,2148.0,18.1,0.56,0.01,0.48,8.8,22.4,15.6,19.8,1.6,3.4,15.1,18.1,,3.6,2.4,6.0,0.14,,0.6,1.4,2.0,2.2
2017,25,2319,POR,Portland Trail Blazers,26.0,NBA,C,54.0,1516.0,18.9,0.55,0.01,0.51,8.7,22.9,15.8,21.4,1.6,3.3,14.0,18.3,,2.8,1.8,4.6,0.15,,1.2,1.6,2.8,1.8
2017,8,2319,DEN,Denver Nuggets,26.0,NBA,C,27.0,632.0,16.3,0.57,0.01,0.42,8.8,21.3,15.1,15.9,1.5,3.6,17.7,17.5,,0.8,0.6,1.4,0.11,,-1.1,1.0,-0.1,0.3
2018,8,2319,DEN,Denver Nuggets,27.0,NBA,C,74.0,1439.0,16.9,0.59,0.0,0.49,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,,1.8,1.8,3.6,0.12,,-1.0,1.4,0.5,0.9
2019,8,2319,DEN,Denver Nuggets,28.0,NBA,C,82.0,1731.0,17.8,0.6,0.02,0.45,10.3,22.5,16.4,19.5,1.9,3.9,19.2,16.2,,2.9,2.9,5.8,0.16,,-0.5,2.6,2.1,1.8
2020,8,2319,DEN,Denver Nuggets,29.0,NBA,C,61.0,1057.0,18.8,0.61,0.02,0.54,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18.0,,2.0,1.4,3.4,0.15,,0.3,1.7,2.0,1.1
2021,9,2319,DET,Detroit Pistons,30.0,NBA,C,16.0,425.0,15.3,0.56,0.04,0.45,11.8,23.7,17.4,18.7,2.2,2.1,21.4,15.0,,0.5,0.5,1.0,0.12,,-2.1,1.1,-1.0,0.1
