Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,23.0,WSB,NBA,C,80,60,26.1,1.6,3.5,.460,0.0,0.0,.000,1.6,3.5,.462,.460,0.5,1.1,.488,1.5,4.4,6.0,0.3,0.4,5.0,0.8,3.2,3.7
1986-87,24.0,WSB,NBA,C,82,12,18.9,1.3,2.8,.446,0.0,0.0,.000,1.3,2.8,.448,.446,0.5,0.8,.672,1.0,3.4,4.4,0.1,0.2,3.7,0.7,2.3,3.1
1987-88,25.0,WSB,NBA,C,77,4,14.8,1.0,2.1,.455,0.0,0.0,.000,1.0,2.1,.457,.455,0.3,0.6,.531,0.9,2.6,3.6,0.2,0.1,2.7,0.5,2.1,2.3
1988-89,26.0,GSW,NBA,C,80,4,22.1,1.6,4.3,.369,0.3,1.1,.220,1.3,3.2,.423,.398,0.5,0.8,.606,1.5,4.3,5.8,0.3,0.1,4.3,1.0,2.8,3.9
1989-90,27.0,GSW,NBA,C,75,20,17.5,0.7,2.3,.331,0.1,0.6,.188,0.6,1.6,.388,.358,0.3,0.7,.510,0.4,3.2,3.7,0.5,0.2,3.2,0.7,2.6,1.9
1990-91,28.0,PHI,NBA,C,82,6,18.6,0.8,2.0,.396,0.0,0.2,.071,0.8,1.8,.427,.399,0.3,0.5,.585,0.8,3.5,4.3,0.2,0.2,3.0,0.8,2.2,1.9
1991-92,29.0,PHI,NBA,C,71,2,17.8,0.7,1.8,.383,0.0,0.1,.000,0.7,1.7,.412,.383,0.2,0.4,.462,0.8,2.4,3.1,0.3,0.2,2.9,0.6,2.0,1.5
1992-93,30.0,PHI,NBA,C,58,23,14.7,0.9,2.2,.409,0.2,0.6,.313,0.7,1.6,.442,.449,0.2,0.3,.632,0.8,2.6,3.3,0.3,0.2,2.1,0.9,1.5,2.2
1993-94,31.0,TOT,NBA,C,14,0,8.3,0.3,1.4,.211,0.0,0.2,.000,0.3,1.1,.250,.211,0.0,0.0,,0.2,1.1,1.3,0.1,0.1,1.1,0.4,0.9,0.6
1993-94,31.0,MIA,NBA,C,8,0,7.6,0.1,1.5,.083,0.0,0.4,.000,0.1,1.1,.111,.083,0.0,0.0,,0.1,1.3,1.4,0.0,0.0,0.8,0.6,0.5,0.3
1993-94,31.0,WSB,NBA,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
1993-94,31.0,PHI,NBA,C,4,0,12.3,0.8,1.8,.429,0.0,0.0,,0.8,1.8,.429,.429,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,2.3,0.0,2.0,1.5
1994-95,32.0,GSW,NBA,C,5,2,16.2,1.2,2.0,.600,0.6,1.0,.600,0.6,1.0,.600,.750,0.0,0.0,,0.2,2.2,2.4,0.0,0.0,1.8,0.2,2.0,3.0
1995-96,33.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy)
