Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,27.0,ATL,NBA,SG,2.0,0.0,9.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,118.0
1998,28.0,LAL,NBA,SG,7.0,0.0,18.0,0.0,24.1,0.0,0.0,15.1,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,,0.0,111.0
1999,29.0,SAC,NBA,SG,5.0,0.0,112.0,5.8,16.4,0.353,2.4,9.2,0.263,3.4,7.2,0.467,5.3,5.8,0.917,1.4,3.4,4.8,4.3,2.9,0.5,4.3,4.3,19.3,,97.0,105.0
2001,31.0,SAC,NBA,SG,7.0,0.0,55.0,6.3,15.4,0.412,1.8,6.3,0.286,4.5,9.1,0.5,0.0,0.0,,2.7,0.0,2.7,3.6,0.9,0.0,2.7,6.3,14.5,,97.0,109.0
2002,32.0,DET,NBA,SG,10.0,0.0,177.0,9.1,19.1,0.475,5.3,11.9,0.447,3.8,7.2,0.522,1.6,2.5,0.625,1.3,5.0,6.3,6.6,1.6,0.3,6.0,4.4,25.1,,100.0,99.0
2003,33.0,DET,NBA,SG,14.0,0.0,172.0,7.4,17.4,0.426,4.8,10.6,0.455,2.6,6.8,0.381,2.9,2.9,1.0,1.6,6.1,7.7,6.5,2.6,0.3,2.3,4.5,22.6,,121.0,102.0
2004,34.0,DEN,NBA,SG,5.0,1.0,100.0,4.2,12.6,0.333,1.6,4.7,0.333,2.6,7.9,0.333,1.1,1.6,0.667,2.1,7.4,9.5,5.3,1.6,0.0,2.1,2.1,11.0,,95.0,104.0
2005,35.0,HOU,NBA,SG,7.0,0.0,183.0,6.3,14.4,0.438,3.3,6.9,0.478,3.0,7.5,0.4,2.1,2.4,0.875,0.3,8.4,8.7,2.7,1.5,0.0,1.8,3.9,18.0,,114.0,115.0
