PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tyreke Evans,25,79,76,2690,7.0,15.6,0.447,0.9,3.0,0.304,6.0,12.6,0.48200000000000004,2.7,3.9,0.6940000000000001,1.1,4.5,5.6,7.0,1.3,0.5,3.3,2.6,17.6
Anthony Davis,21,68,68,2455,9.4,17.6,0.535,0.0,0.2,0.083,9.4,17.4,0.54,5.4,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.3
Eric Gordon,26,61,60,2018,5.1,12.4,0.41100000000000003,2.5,5.6,0.44799999999999995,2.6,6.8,0.38,1.9,2.4,0.805,0.5,2.3,2.8,4.1,0.9,0.2,2.2,2.6,14.6
Toney Douglas,28,76,76,1982,3.9,7.5,0.517,0.0,0.0,,3.9,7.5,0.517,2.4,4.1,0.5820000000000001,4.4,9.2,13.6,1.3,0.5,1.0,1.7,2.6,10.1
Ryan Anderson,26,61,5,1675,6.3,15.7,0.39899999999999997,2.6,7.7,0.34,3.6,8.0,0.457,2.8,3.2,0.8540000000000001,2.3,4.0,6.3,1.2,0.7,0.4,1.3,2.4,17.9
Dante Cunningham,27,66,27,1652,3.4,7.4,0.457,0.0,0.2,0.1,3.4,7.2,0.46799999999999997,0.6,1.0,0.617,1.5,4.1,5.6,1.1,1.0,0.8,0.8,2.2,7.4
Jrue Holiday,24,40,37,1303,6.6,14.8,0.446,1.4,3.7,0.37799999999999995,5.2,11.0,0.469,1.8,2.1,0.855,0.9,2.8,3.7,7.6,1.7,0.6,2.5,3.0,16.4
Quincy Pondexter,26,45,28,1253,4.0,9.0,0.449,2.1,4.9,0.433,1.9,4.1,0.46799999999999997,1.4,1.9,0.758,0.9,3.0,4.0,1.9,0.4,0.5,1.2,3.0,11.6
Alexis Ajinça,26,68,8,957,6.8,12.4,0.55,0.0,0.0,,6.8,12.4,0.55,3.0,3.7,0.818,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7
Luke Babbitt,25,63,19,830,4.0,8.3,0.479,2.6,5.0,0.513,1.4,3.3,0.429,0.6,0.8,0.684,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1
Austin Rivers,22,35,3,772,4.0,10.4,0.387,0.7,2.3,0.28,3.4,8.0,0.419,2.5,3.3,0.746,0.6,2.6,3.2,4.1,0.8,0.3,1.4,3.0,11.1
Norris Cole,26,28,2,683,5.9,13.3,0.444,1.5,3.9,0.37799999999999995,4.4,9.4,0.47200000000000003,1.4,1.8,0.743,0.1,2.6,2.7,4.7,0.8,0.4,2.2,2.6,14.7
Jimmer Fredette,25,50,0,509,4.5,11.7,0.38,0.6,3.4,0.188,3.8,8.3,0.45799999999999996,3.0,3.2,0.956,0.6,2.3,2.8,4.1,1.1,0.1,2.3,3.0,12.6
John Salmons,35,21,0,270,2.1,6.4,0.33299999999999996,1.1,3.5,0.308,1.1,2.9,0.364,0.3,0.5,0.5,0.5,2.3,2.8,1.7,1.2,0.5,0.7,3.3,5.6
Jeff Withey,24,37,0,259,4.4,8.9,0.5,0.0,0.0,,4.4,8.9,0.5,4.7,6.9,0.68,3.2,5.7,8.9,1.5,0.6,2.5,1.7,3.6,13.6
Toney Douglas,28,12,0,177,3.9,10.4,0.373,1.0,3.7,0.278,2.8,6.7,0.424,1.6,2.6,0.615,0.4,4.1,4.5,4.9,2.2,0.8,2.0,4.1,10.4
Nate Wolters,23,10,0,105,2.7,8.9,0.308,0.0,0.7,0.0,2.7,8.2,0.33299999999999996,0.3,0.7,0.5,2.1,4.1,6.2,3.8,1.0,0.7,3.4,2.4,5.8
Elliot Williams,25,8,0,77,3.7,11.2,0.33299999999999996,1.4,5.1,0.273,2.3,6.1,0.385,0.0,0.9,0.0,0.0,2.3,2.3,3.7,0.9,0.0,0.0,5.1,8.9
Gal Mekel,26,4,0,43,2.5,16.7,0.15,0.0,2.5,0.0,2.5,14.2,0.17600000000000002,0.0,0.0,,0.0,0.8,0.8,10.9,1.7,0.0,1.7,0.8,5.0
Darius Miller,24,5,1,43,0.8,5.9,0.14300000000000002,0.0,0.8,0.0,0.8,5.0,0.16699999999999998,0.0,0.0,,0.0,0.8,0.8,1.7,0.8,0.0,0.8,6.7,1.7
Russ Smith,23,6,0,29,2.5,12.4,0.2,1.2,7.4,0.16699999999999998,1.2,5.0,0.25,0.0,0.0,,0.0,3.7,3.7,2.5,0.0,0.0,8.7,7.4,6.2
