PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Johnson,33,80,80,2791,5.8,13.2,0.435,1.6,4.3,0.359,4.2,8.9,0.47200000000000003,1.8,2.3,0.8009999999999999,0.7,4.3,5.0,3.8,0.8,0.2,1.8,1.5,14.9
Jarrett Jack,31,80,27,2241,5.8,13.1,0.439,0.6,2.3,0.267,5.1,10.8,0.47700000000000004,3.2,3.6,0.8809999999999999,0.3,3.6,3.9,6.0,1.2,0.2,3.1,2.3,15.4
Deron Williams,30,68,55,2114,5.1,13.1,0.387,1.5,4.0,0.36700000000000005,3.6,9.1,0.395,3.4,4.1,0.8340000000000001,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1
Brook Lopez,26,72,44,2100,8.7,16.9,0.513,0.0,0.2,0.1,8.7,16.7,0.517,3.8,4.7,0.8140000000000001,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2
Bojan Bogdanović,25,78,28,1854,5.1,11.2,0.45299999999999996,1.8,5.0,0.355,3.3,6.2,0.531,1.7,2.1,0.821,1.0,3.2,4.1,1.3,0.7,0.2,1.5,2.0,13.6
Alan Anderson,32,74,19,1744,4.0,9.1,0.44299999999999995,1.5,4.3,0.348,2.5,4.7,0.53,1.7,2.1,0.812,0.6,3.6,4.2,1.7,1.2,0.1,1.2,3.1,11.3
Mason Plumlee,24,82,45,1743,5.8,10.1,0.573,0.0,0.1,0.0,5.8,10.0,0.5760000000000001,3.2,6.5,0.495,3.6,7.0,10.6,1.5,1.3,1.3,2.2,4.3,14.8
Mirza Teletović,29,40,4,892,4.9,12.9,0.382,2.5,7.8,0.321,2.4,5.1,0.47600000000000003,1.3,1.9,0.7170000000000001,1.1,6.7,7.8,1.9,0.6,0.6,2.1,3.0,13.7
Kevin Garnett,38,42,42,854,5.3,11.6,0.455,0.0,0.3,0.16699999999999998,5.2,11.3,0.461,1.4,1.7,0.8290000000000001,1.9,10.1,12.0,2.9,1.7,0.5,1.9,4.0,12.0
Thaddeus Young,26,28,20,829,7.0,14.2,0.495,0.8,2.2,0.38,6.2,12.0,0.516,1.9,3.1,0.606,2.3,5.0,7.2,1.7,1.7,0.3,1.8,2.4,16.8
Markel Brown,23,47,29,781,3.5,9.7,0.36200000000000004,0.8,3.0,0.266,2.7,6.7,0.40399999999999997,2.2,2.6,0.825,0.7,4.2,4.9,1.8,1.4,0.6,1.2,2.6,10.0
Sergey Karasev,21,33,16,555,3.5,8.7,0.40299999999999997,1.0,3.5,0.29600000000000004,2.5,5.2,0.475,1.9,2.5,0.763,1.4,2.9,4.3,3.0,1.5,0.1,1.6,2.9,9.9
Cory Jefferson,24,50,1,531,5.1,11.3,0.449,0.1,1.0,0.133,4.9,10.3,0.48,2.1,3.7,0.574,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4
Jerome Jordan,28,44,0,383,4.7,8.8,0.532,0.0,0.0,,4.7,8.8,0.532,3.6,4.1,0.8640000000000001,4.9,5.0,9.9,1.2,0.8,1.4,2.1,5.5,13.0
Darius Morris,24,38,0,299,4.3,12.8,0.34,0.8,4.0,0.212,3.5,8.8,0.397,0.5,1.1,0.444,0.8,2.4,3.3,5.8,1.1,0.0,2.5,2.4,10.0
Earl Clark,27,10,0,93,4.3,11.6,0.36700000000000005,1.5,5.4,0.28600000000000003,2.7,6.2,0.43799999999999994,0.4,1.5,0.25,0.4,8.5,8.9,1.2,1.2,1.5,2.3,4.6,10.5
Jorge Gutiérrez,26,10,0,44,5.7,11.5,0.5,0.0,0.8,0.0,5.7,10.6,0.5379999999999999,1.6,2.5,0.667,0.0,5.7,5.7,5.7,0.8,0.0,2.5,7.4,13.1
Brandon Davies,23,7,0,44,4.9,14.7,0.33299999999999996,0.8,3.3,0.25,4.1,11.5,0.35700000000000004,2.5,3.3,0.75,2.5,5.7,8.2,1.6,0.8,2.5,3.3,4.1,13.1
Andrei Kirilenko,33,7,0,36,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,3.0,4.0,0.75,2.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,3.0
