Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
488,Jevon Carter,"September 14, 1995",124.0,5.0,1796.0,184.0,505.0,0.36,112.0,301.0,0.37,72.0,204.0,0.35,0.48,51.0,61.0,0.84,47.0,174.0,221.0,186.0,84.0,35.0,70.0,171.0,531.0,0
