PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Harrison Barnes,27,72,72,2482,7.1,15.5,0.46,2.0,5.2,0.381,5.1,10.3,0.501,4.2,5.2,0.8009999999999999,1.5,5.4,6.9,3.1,0.8,0.2,1.7,1.8,20.4,,116,116
Buddy Hield,27,72,44,2216,10.9,25.4,0.429,5.9,15.1,0.39399999999999996,5.0,10.4,0.479,2.5,3.0,0.846,1.2,5.9,7.2,4.7,1.4,0.4,3.7,3.6,30.3,,106,114
Nemanja Bjelica,31,72,67,2011,7.6,15.8,0.48100000000000004,3.2,7.7,0.419,4.3,8.0,0.541,1.7,2.0,0.821,2.7,8.4,11.0,4.9,1.5,1.0,2.4,5.2,20.0,,119,111
Bogdan Bogdanović,27,61,28,1766,9.3,21.0,0.44,4.5,12.1,0.37200000000000005,4.8,8.9,0.532,2.4,3.2,0.741,0.7,5.0,5.7,5.7,1.8,0.4,2.8,3.7,25.4,,110,113
Cory Joseph,28,72,26,1759,4.7,11.4,0.415,1.5,4.4,0.35200000000000004,3.2,7.0,0.455,1.7,1.9,0.857,1.2,4.0,5.2,6.9,1.5,0.6,2.2,3.7,12.6,,110,114
De'Aaron Fox,22,51,49,1634,11.6,24.2,0.48,1.6,5.5,0.292,10.0,18.7,0.535,7.2,10.2,0.705,1.0,4.8,5.8,10.3,2.2,0.7,4.7,4.3,32.0,,111,112
Richaun Holmes,26,44,38,1242,8.7,13.4,0.648,0.0,0.0,,8.7,13.4,0.648,3.6,4.6,0.7879999999999999,5.0,9.0,14.0,1.6,1.6,2.2,2.0,6.6,21.1,,131,109
Trevor Ariza,34,32,0,791,3.9,10.1,0.38799999999999996,2.6,7.5,0.35200000000000004,1.3,2.6,0.488,1.3,1.7,0.778,1.3,7.7,9.0,3.1,2.1,0.4,1.7,3.9,11.8,,108,111
Harry Giles,21,46,17,667,10.1,18.3,0.5539999999999999,0.0,0.1,0.0,10.1,18.1,0.5579999999999999,2.8,3.6,0.7759999999999999,3.1,10.5,13.7,4.4,1.6,1.3,3.2,8.7,23.0,,111,109
Kent Bazemore,30,25,0,577,7.3,17.5,0.418,2.4,6.1,0.384,5.0,11.4,0.43700000000000006,4.6,6.3,0.733,1.2,9.1,10.3,2.7,2.4,0.8,2.6,6.3,21.6,,103,109
Dewayne Dedmon,30,34,10,541,6.2,15.3,0.40399999999999997,1.3,6.4,0.19699999999999998,4.9,9.0,0.55,2.1,2.5,0.821,4.1,10.9,15.0,1.3,1.3,2.3,4.2,8.3,15.7,,89,108
Yogi Ferrell,26,50,0,530,7.2,17.2,0.42,2.2,7.2,0.304,5.0,10.0,0.505,3.3,3.8,0.857,0.5,3.9,4.5,6.3,1.6,0.4,2.6,3.5,20.0,,107,114
Marvin Bagley,20,13,6,334,11.3,24.3,0.467,0.6,3.2,0.182,10.7,21.1,0.51,3.6,4.5,0.8059999999999999,4.2,9.9,14.1,1.5,0.9,1.7,2.6,6.2,26.9,,102,111
Justin James,23,36,0,232,7.3,17.6,0.41700000000000004,1.9,6.1,0.31,5.4,11.5,0.473,2.1,4.4,0.47600000000000003,1.3,5.4,6.7,3.8,1.3,1.9,1.7,3.6,18.6,,99,112
Alex Len,26,15,3,225,7.5,12.7,0.593,0.4,0.6,0.667,7.1,12.1,0.589,3.7,5.2,0.708,6.7,12.9,19.6,1.7,0.6,3.2,3.5,7.3,19.2,,119,108
DaQuan Jeffries,22,13,0,141,6.9,13.8,0.5,1.7,6.2,0.278,5.2,7.6,0.682,1.7,2.1,0.833,1.0,5.2,6.2,2.4,1.4,0.3,0.7,6.5,17.2,,121,114
Anthony Tolliver,34,9,0,82,1.8,10.1,0.17600000000000002,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.3,6.5,1.8,2.4,0.6,2.4,3.6,5.3,,57,112
Jabari Parker,24,6,0,80,12.7,21.8,0.583,0.6,2.4,0.25,12.1,19.4,0.625,4.9,5.5,0.889,4.2,9.7,13.9,6.1,1.8,0.6,2.4,3.6,30.9,,129,110
Wenyen Gabriel,22,11,0,61,4.8,13.5,0.353,0.8,6.4,0.125,4.0,7.2,0.556,4.8,8.0,0.6,3.2,4.8,8.0,2.4,2.4,1.6,4.0,5.6,15.1,,87,110
Corey Brewer,33,5,0,33,2.9,5.9,0.5,0.0,1.5,0.0,2.9,4.4,0.667,1.5,4.4,0.33299999999999996,2.9,8.8,11.8,2.9,5.9,0.0,2.9,10.3,7.4,,91,102
Caleb Swanigan,22,7,0,23,4.2,8.4,0.5,0.0,0.0,,4.2,8.4,0.5,2.1,4.2,0.5,4.2,10.5,14.8,4.2,2.1,4.2,12.7,16.9,10.5,,61,104
Eric Mika,25,1,0,19,5.1,7.7,0.667,0.0,0.0,,5.1,7.7,0.667,5.1,5.1,1.0,5.1,12.8,17.9,0.0,0.0,0.0,0.0,12.8,15.3,,173,113
Kyle Guy,22,3,0,10,9.7,24.3,0.4,0.0,14.6,0.0,9.7,9.7,1.0,0.0,0.0,,0.0,4.9,4.9,4.9,0.0,0.0,0.0,4.9,19.4,,92,118
